Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:cs:a0:de:04,00:1a:cs:a0:de:13,00:1a:cs:a0:de:16,00:1a:cs:a0:de:17,00:1a:cs:a0:de:18,00:1a:cs:a0:de:19,00:1a:cs:a0:de:20,00:1a:cs:a0:de:56,00:1a:cs:a0:de:57,00:1a:cs:a0:de:58,00:1a:cs:a0:de:59,00:1a:cs:a0:de:63,00:1a:cs:a0:de:72,00:1a:cs:a0:de:73,00:1a:cs:a0:de:74,00:1a:cs:a0:de:75,00:1a:cs:a0:de:76,00:1a:cs:a0:de:77,00:1a:cs:a0:de:78,00:1a:cs:a0:de:79,00:1a:cs:a0:de:80,00:1a:cs:a0:de:81,00:1a:cs:a0:de:82,00:1a:cs:a0:de:95,00:1a:cs:a0:de:97,00:1a:cs:a0:de:98,00:1a:cs:a0:df:02,00:1a:cs:a0:df:11,00:1a:cs:a0:df:12,00:1a:cs:a0:df:13,00:1a:cs:a0:df:14,00:1a:cs:a0:df:15,00:1a:cs:a0:df:16,00:1a:cs:a0:df:17,00:1a:cs:a0:df:18,00:1a:cs:a0:df:19,00:1a:cs:a0:df:20,00:1a:cs:a0:df:21,00:1a:cs:a0:df:34,00:1a:cs:a0:df:36,00:1a:cs:a0:df:37,00:1a:cs:a0:de:01,00:1a:cs:a0:de:05,00:1a:cs:a0:de:07,00:1a:cs:a0:de:08,00:1a:cs:a0:de:11,00:1a:cs:a0:de:25,00:1a:cs:a0:de:32,00:1a:cs:a0:de:33,00:1a:cs:a0:de:36,00:1a:cs:a0:de:39,00:1a:cs:a0:de:44,00:1a:cs:a0:de:47,00:1a:cs:a0:de:48,00:1a:cs:a0:de:61,00:1a:cs:a0:de:62,00:1a:cs:a0:de:64,00:1a:cs:a0:de:67,00:1a:cs:a0:de:71,00:1a:cs:a0:de:84,00:1a:cs:a0:de:85,00:1a:cs:a0:de:87,00:1a:cs:a0:de:88,00:1a:cs:a0:de:89,00:1a:cs:a0:de:90,00:1a:cs:a0:de:91,00:1a:cs:a0:de:92,00:1a:cs:a0:de:93,00:1a:cs:a0:de:94,00:1a:cs:a0:de:96,00:1a:cs:a0:de:99,00:1a:cs:a0:df:01,00:1a:cs:a0:df:03,00:1a:cs:a0:df:06,00:1a:cs:a0:df:10,00:1a:cs:a0:df:23,00:1a:cs:a0:df:24,00:1a:cs:a0:df:25,00:1a:cs:a0:df:26,00:1a:cs:a0:df:27,00:1a:cs:a0:df:28,00:1a:cs:a0:df:29,00:1a:cs:a0:df:30,00:1a:cs:a0:df:32,00:1a:cs:a0:df:33,00:1a:cs:a0:df:35,70:5d:cc:6d:14:f8,00:1a:cs:a0:de:23,00:1a:cs:a0:de:24,00:1a:cs:a0:de:34,00:1a:cs:a0:de:37,00:1a:cs:a0:de:40,00:1a:cs:a0:de:43,00:1a:cs:a0:de:54,00:1a:cs:a0:de:65,00:1a:cs:a0:de:66,00:1a:cs:a0:de:68,00:1a:cs:a0:de:69,00:1a:cs:a0:de:70,00:1a:cs:a0:de:86,00:1a:cs:a0:df:04,00:1a:cs:a0:df:05,00:1a:cs:a0:df:07,00:1a:cs:a0:df:08,00:1a:cs:a0:df:09,00:1a:cs:a0:de:28,00:1a:cs:a0:de:31,00:1a:cs:a0:de:55,00:1a:cs:a0:de:60,00:1a:cs:a0:de:02,00:1a:cs:a0:de:29,00:1a:cs:a0:de:51,00:1a:cs:a0:de:14,00:1a:cs:a0:de:49,00:1a:cs:a0:de:21,00:1a:cs:a0:de:22,00:1a:cs:a0:de:10,00:1a:cs:a0:de:27,00:1a:cs:a0:de:30,00:1a:cs:a0:de:42,00:1a:cs:a0:de:15,00:1a:cs:a0:de:45,00:1a:cs:a0:df:31,86:25:19:93:1e:ca,f0:b0:52:29:88:9c,f0:b0:52:69:88:9c,f4:28:53:71:29:24,9c:d6:43:c8:11:b6,00:1a:cs:a0:de:12,00:1a:cs:a0:de:26,00:1a:cs:a0:de:83,00:1a:cs:a0:df:22,90:9f:33:3d:46:6c,00:1a:cs:a0:de:46,88:36:6c:da:57:98,00:1a:cs:a0:de:06,00:1a:cs:a0:de:41,00:1a:cs:a0:de:35,00:1a:cs:a0:de:50,00:1a:cs:a0:de:52
2021.02.11 150517,50.0,23.0,2.342774648811881,29.763925425742574,-27.697136841584157,-0.29267043178861385,0.5392756075247525,9.748686574257427,-0.0007187610092079223,-0.001121746432494059,-0.009069420683564358,-0.05528249519665048,0.03000894207153655,-0.048570957266504254,1016.2864259405943,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-68.0,-100.0,-62.0,-54.0,-80.0,-67.0,-100.0,-57.0,-57.0,-64.0,-100.0,-67.0,-55.0,-83.0,-72.0,-62.0,-71.0,-46.0,-60.0,-79.0,-62.0,-86.0,-49.0,-79.0,-100.0,-64.0,-85.0,-85.0,-55.0,-78.0,-71.0,-62.0,-73.0,-48.0,-59.0,-78.0,-80.0,-62.0,-88.0,-48.0,-80.0,-56.0,-85.0,-84.0,-100.0,-100.0,-67.0,-100.0,-86.0,-81.0,-100.0,-100.0,-100.0,-52.0,-82.0,-100.0,-100.0,-77.0,-100.0,-52.0,-73.0,-100.0,-100.0,-100.0,-93.0,-84.0,-100.0,-100.0,-100.0,-81.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150615,50.0,24.0,34.846593920000004,-1.4098255799000001,-28.590694499999998,0.025780279205300002,0.6513034402000001,9.749114224999998,-0.0015995696638799995,-0.0015457819685000007,0.002128294082499999,-0.0667515110224485,-0.0026687747308460547,-1.5565307652950287,1016.2563337000001,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-81.0,-51.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-54.0,-100.0,-100.0,-52.0,-100.0,-100.0,-78.0,-89.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-72.0,-55.0,-100.0,-100.0,-100.0,-74.0,-79.0,-62.0,-50.0,-79.0,-66.0,-78.0,-57.0,-59.0,-73.0,-86.0,-56.0,-54.0,-90.0,-50.0,-69.0,-61.0,-40.0,-58.0,-61.0,-62.0,-75.0,-52.0,-78.0,-73.0,-61.0,-82.0,-76.0,-54.0,-91.0,-50.0,-69.0,-62.0,-40.0,-58.0,-66.0,-62.0,-62.0,-74.0,-51.0,-78.0,-61.0,-83.0,-76.0,-100.0,-100.0,-78.0,-80.0,-87.0,-78.0,-100.0,-100.0,-74.0,-51.0,-69.0,-73.0,-100.0,-66.0,-72.0,-51.0,-70.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-82.0,-100.0,-100.0,-75.0,-83.0,-89.0,-88.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150649,53.0,24.0,27.653264049504948,-0.9306205614653466,-20.8061458019802,0.07987095709752476,0.4331484936633664,9.763115247524752,-0.002338630731584158,-0.004437133706653466,-0.006685373006831684,-0.04435267461703552,-0.008165143864557214,-1.5712031385686138,1016.2370920792079,-100.0,-73.0,-77.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-64.0,-86.0,-45.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-76.0,-100.0,-85.0,-100.0,-45.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-81.0,-100.0,-76.0,-49.0,-82.0,-65.0,-100.0,-50.0,-100.0,-63.0,-88.0,-58.0,-75.0,-100.0,-61.0,-73.0,-76.0,-42.0,-50.0,-80.0,-54.0,-83.0,-50.0,-80.0,-100.0,-100.0,-100.0,-76.0,-75.0,-100.0,-62.0,-74.0,-76.0,-42.0,-50.0,-64.0,-81.0,-53.0,-82.0,-50.0,-79.0,-100.0,-91.0,-76.0,-100.0,-100.0,-100.0,-65.0,-83.0,-80.0,-100.0,-100.0,-70.0,-58.0,-100.0,-100.0,-100.0,-64.0,-69.0,-58.0,-100.0,-100.0,-100.0,-100.0,-94.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150716,55.0,24.0,27.033155490000002,1.2265617175199999,-19.75921083,-0.11738201291500001,0.42964888974999993,9.75880521,0.003637175201500001,-0.0016114173862000001,0.0029019988605,-0.043972567170858345,0.011992497228420647,-1.4921618485450745,1016.2244309,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-84.0,-41.0,-100.0,-100.0,-70.0,-89.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-41.0,-83.0,-100.0,-70.0,-90.0,-100.0,-100.0,-70.0,-100.0,-80.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-84.0,-57.0,-100.0,-50.0,-45.0,-62.0,-92.0,-100.0,-69.0,-100.0,-54.0,-77.0,-79.0,-69.0,-81.0,-77.0,-46.0,-81.0,-64.0,-88.0,-100.0,-72.0,-100.0,-71.0,-70.0,-100.0,-55.0,-78.0,-79.0,-70.0,-81.0,-65.0,-78.0,-44.0,-81.0,-66.0,-86.0,-72.0,-100.0,-71.0,-100.0,-100.0,-100.0,-73.0,-80.0,-81.0,-100.0,-100.0,-100.0,-57.0,-75.0,-100.0,-68.0,-65.0,-100.0,-57.0,-73.0,-76.0,-68.0,-100.0,-83.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150729,56.0,24.0,26.78072114,1.0683211958930001,-21.319740049999997,-0.14257291385999998,0.47750316647000013,9.75125038,0.010267667781999999,-0.004105342295400001,-0.0024933027667999996,-0.0489703905722126,0.014586681931978061,-1.4905226194858552,1016.2185747999997,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-80.0,-39.0,-86.0,-100.0,-68.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-66.0,-43.0,-100.0,-100.0,-39.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-67.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-62.0,-100.0,-58.0,-55.0,-79.0,-100.0,-100.0,-100.0,-100.0,-54.0,-80.0,-77.0,-65.0,-81.0,-82.0,-42.0,-65.0,-61.0,-100.0,-100.0,-60.0,-100.0,-69.0,-100.0,-100.0,-54.0,-81.0,-78.0,-66.0,-81.0,-66.0,-81.0,-42.0,-66.0,-59.0,-100.0,-71.0,-100.0,-69.0,-100.0,-100.0,-100.0,-66.0,-77.0,-69.0,-100.0,-100.0,-100.0,-62.0,-77.0,-100.0,-67.0,-64.0,-100.0,-62.0,-76.0,-100.0,-67.0,-100.0,-100.0,-66.0,-100.0,-100.0,-70.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150802,59.0,24.0,29.792172860000004,1.9788511411000003,-15.323826550000001,-0.13037247653300002,0.4218185454020001,9.75391527,-0.0002999350890000003,-0.0029777755528000004,0.0024435613854999995,-0.04325913448694333,0.013346512726857296,-1.4811498630046844,1016.2027229999999,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-80.0,-64.0,-70.0,-43.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-72.0,-85.0,-100.0,-100.0,-68.0,0.0,-100.0,-100.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-86.0,-100.0,-100.0,-72.0,0.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-86.0,-100.0,-71.0,-100.0,-59.0,-59.0,-75.0,-100.0,-81.0,-77.0,-100.0,-47.0,-75.0,-80.0,-82.0,-82.0,-75.0,-49.0,-64.0,-76.0,-100.0,-100.0,-83.0,-100.0,-72.0,-76.0,-100.0,-47.0,-76.0,-81.0,-81.0,-83.0,-72.0,-76.0,-48.0,-64.0,-77.0,-100.0,-83.0,-100.0,-72.0,-100.0,-100.0,-100.0,-65.0,-66.0,-55.0,-100.0,-100.0,-80.0,-71.0,-83.0,-81.0,-65.0,-72.0,-83.0,-71.0,-83.0,-77.0,-65.0,-100.0,-82.0,-72.0,-88.0,-100.0,-74.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-91.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150813,60.0,24.0,27.51520957575758,2.782735128282829,-12.399715530303029,-0.19144444867373742,0.41879981787878795,9.763185116161617,6.666874292929239e-05,-0.007503576562121213,0.001733581997979798,-0.04289123132846061,0.019507353484581748,-1.4488376102062186,1016.2022983838385,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-78.0,-56.0,-68.0,-36.0,-100.0,-100.0,-69.0,-86.0,-100.0,-100.0,-67.0,-86.0,-100.0,-100.0,-66.0,-56.0,-91.0,-100.0,-36.0,-100.0,-100.0,-64.0,-87.0,-100.0,-100.0,-66.0,-85.0,-100.0,-100.0,-65.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-75.0,-100.0,-60.0,-55.0,-100.0,-100.0,-78.0,-100.0,-100.0,-45.0,-81.0,-80.0,-82.0,-84.0,-74.0,-48.0,-56.0,-81.0,-100.0,-100.0,-82.0,-100.0,-62.0,-100.0,-100.0,-45.0,-80.0,-81.0,-83.0,-84.0,-68.0,-75.0,-49.0,-56.0,-83.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-61.0,-68.0,-53.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-72.0,-68.0,-100.0,-69.0,-100.0,-100.0,-70.0,-100.0,-100.0,-69.0,-100.0,-100.0,-81.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-89.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150824,61.0,24.0,26.921898138613866,5.310818405940594,-13.38455704950495,-0.24397257685346532,0.4035812411881189,9.754019475247524,0.0007577415811881197,-0.0035495560192079206,-0.0012826360592079202,-0.041359701350626346,0.0249616330184646,-1.352898124420997,1016.1931177227723,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-85.0,-57.0,-79.0,-39.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-69.0,-43.0,-82.0,-100.0,-38.0,-81.0,-100.0,-72.0,-89.0,-100.0,-100.0,-61.0,-100.0,-88.0,-100.0,-68.0,-43.0,-100.0,-100.0,-79.0,-100.0,-100.0,-83.0,-78.0,-100.0,-73.0,-100.0,-45.0,-47.0,-72.0,-100.0,-71.0,-72.0,-100.0,-48.0,-74.0,-78.0,-71.0,-89.0,-80.0,-40.0,-65.0,-70.0,-100.0,-100.0,-75.0,-100.0,-74.0,-73.0,-100.0,-48.0,-74.0,-79.0,-70.0,-87.0,-68.0,-79.0,-40.0,-67.0,-68.0,-100.0,-76.0,-100.0,-74.0,-100.0,-100.0,-100.0,-71.0,-71.0,-70.0,-100.0,-69.0,-100.0,-65.0,-100.0,-100.0,-64.0,-68.0,-100.0,-66.0,-100.0,-100.0,-64.0,-100.0,-90.0,-67.0,-100.0,-100.0,-69.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-82.0,-100.0,-85.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150909,64.21678321678321,24.0,28.152166643356644,5.976887937762237,-17.013091678321675,-0.16325218204335662,0.5501239815384616,9.754846874125874,-0.0002173234873146858,-0.0002180389637062943,0.0007794622713986019,-0.05634064164820246,0.016761890054990545,-1.3262874363185642,1016.1694134965037,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-77.0,-60.0,-66.0,-37.0,-100.0,-91.0,-70.0,-79.0,-100.0,-100.0,-68.0,-82.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-38.0,-86.0,-100.0,-100.0,-79.0,-100.0,-100.0,-68.0,-82.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-59.0,-83.0,-100.0,-83.0,-80.0,-100.0,-38.0,-78.0,-85.0,-82.0,-85.0,-75.0,-55.0,-74.0,-100.0,-100.0,-100.0,-83.0,-100.0,-68.0,-79.0,-100.0,-38.0,-78.0,-84.0,-100.0,-86.0,-72.0,-75.0,-55.0,-73.0,-100.0,-100.0,-84.0,-100.0,-68.0,-100.0,-100.0,-100.0,-67.0,-65.0,-65.0,-100.0,-100.0,-85.0,-100.0,-100.0,-83.0,-65.0,-72.0,-84.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-72.0,-100.0,-100.0,-74.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-86.0,-86.0,-84.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150929,65.0,24.0,28.24934744,6.547044026000001,-17.04132134,-0.16483604905000004,0.3775493581,9.76401736,-0.0031848930159000003,-0.0005983123508900001,0.0017183292192,-0.03864789361134167,0.016892235962441143,-1.318108069896698,1016.1598766999999,-100.0,-56.0,-74.0,-100.0,-100.0,-81.0,-100.0,-68.0,-100.0,-49.0,-68.0,-34.0,-100.0,-100.0,-68.0,-89.0,-100.0,-100.0,-100.0,-85.0,-80.0,-100.0,-59.0,-48.0,-100.0,-100.0,-34.0,-100.0,-100.0,-67.0,-91.0,-100.0,-100.0,-100.0,-85.0,-80.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-49.0,-78.0,-75.0,-76.0,-91.0,-77.0,-53.0,-78.0,-81.0,-100.0,-100.0,-77.0,-100.0,-77.0,-72.0,-100.0,-49.0,-79.0,-76.0,-77.0,-90.0,-63.0,-77.0,-53.0,-79.0,-81.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-61.0,-77.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-63.0,-62.0,-100.0,-66.0,-100.0,-100.0,-63.0,-100.0,-100.0,-69.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150941,66.0,24.0,33.75377240196079,6.116697412745098,-14.748172441176472,-0.14144521692156864,0.4531058700000001,9.751896965686274,-1.8078733460783264e-05,-0.0018618476911764705,0.003644110323039216,-0.04642237248081782,0.01449702701910267,-1.3702518320551105,1016.1510414705882,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-48.0,-65.0,-37.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-57.0,-81.0,-100.0,-100.0,-51.0,-46.0,-100.0,-100.0,-37.0,-100.0,-100.0,-57.0,-90.0,-100.0,-100.0,-57.0,-81.0,-100.0,-100.0,-53.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-54.0,-50.0,-79.0,-100.0,-100.0,-75.0,-100.0,-57.0,-87.0,-77.0,-100.0,-100.0,-80.0,-53.0,-74.0,-76.0,-100.0,-100.0,-100.0,-100.0,-68.0,-74.0,-100.0,-57.0,-87.0,-77.0,-76.0,-92.0,-67.0,-80.0,-53.0,-74.0,-77.0,-100.0,-69.0,-100.0,-69.0,-100.0,-100.0,-100.0,-54.0,-79.0,-74.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-67.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150952,67.0,24.0,31.579494019801977,4.268878145544555,-14.024012460396039,-0.249298270049505,0.699518296930693,9.744513698019801,0.003794279695247524,0.0009420959013861385,-8.542342891089141e-05,-0.07161632515858893,0.025519704990236442,-1.4018097407747023,1016.141381188119,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-74.0,-59.0,-61.0,-47.0,-100.0,-87.0,-67.0,-82.0,-100.0,-100.0,-57.0,-79.0,-88.0,-100.0,-69.0,-56.0,-79.0,-100.0,-47.0,-100.0,-85.0,-68.0,-82.0,-100.0,-100.0,-57.0,-79.0,-100.0,-100.0,-69.0,-56.0,-79.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-83.0,-100.0,-100.0,-100.0,-100.0,-51.0,-81.0,-79.0,-86.0,-100.0,-76.0,-61.0,-76.0,-100.0,-100.0,-100.0,-85.0,-100.0,-72.0,-100.0,-100.0,-52.0,-81.0,-79.0,-84.0,-100.0,-75.0,-75.0,-60.0,-76.0,-100.0,-100.0,-86.0,-100.0,-72.0,-100.0,-100.0,-100.0,-72.0,-71.0,-66.0,-100.0,-100.0,-83.0,-75.0,-100.0,-86.0,-74.0,-75.0,-100.0,-100.0,-100.0,-86.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-84.0,-86.0,-86.0,-100.0,-100.0,-92.0,-84.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151028,70.0,24.0,18.173968584158416,3.8104450158415832,-9.665196648514852,-0.17231598567326728,0.5518748699009901,9.739147004950494,0.0011686900383564365,-0.0035925662701980204,-0.0003321624824752482,-0.056661664886344734,0.01765286532924552,-1.332541034953429,1016.1170856435643,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-44.0,-67.0,-44.0,-100.0,-100.0,-58.0,-83.0,-100.0,-100.0,-54.0,-81.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-83.0,-100.0,-100.0,-53.0,-82.0,-80.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-100.0,-81.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-55.0,-80.0,-80.0,-74.0,-100.0,-78.0,-100.0,-82.0,-81.0,-100.0,-100.0,-70.0,-100.0,-74.0,-77.0,-100.0,-100.0,-79.0,-82.0,-73.0,-100.0,-64.0,-79.0,-100.0,-83.0,-80.0,-100.0,-71.0,-100.0,-74.0,-100.0,-100.0,-100.0,-57.0,-78.0,-74.0,-100.0,-100.0,-100.0,-65.0,-100.0,-74.0,-67.0,-63.0,-100.0,-65.0,-100.0,-100.0,-68.0,-100.0,-100.0,-80.0,-100.0,-100.0,-58.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-89.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151051,72.0,24.0,14.783781836633667,6.474077944554455,-8.903001356435643,-0.06252848980990099,0.5490396039207921,9.755689514851484,0.004713948612871286,-0.001226744237415841,-0.000910146524455445,-0.05620252360857207,0.006399270626289819,-1.1284154919114444,1016.1093994059407,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-68.0,-48.0,-47.0,-52.0,-75.0,-75.0,-60.0,-73.0,-90.0,-100.0,-60.0,-69.0,-83.0,-100.0,-57.0,-68.0,-73.0,-100.0,-51.0,-74.0,-73.0,-60.0,-73.0,-88.0,-100.0,-53.0,-69.0,-83.0,-100.0,-56.0,-68.0,-74.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-74.0,-100.0,-100.0,-90.0,-79.0,-100.0,-60.0,-83.0,-81.0,-89.0,-100.0,-79.0,-65.0,-81.0,-91.0,-100.0,-100.0,-100.0,-100.0,-81.0,-78.0,-100.0,-61.0,-82.0,-81.0,-89.0,-100.0,-77.0,-79.0,-64.0,-81.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-68.0,-79.0,-76.0,-100.0,-100.0,-100.0,-76.0,-90.0,-84.0,-67.0,-78.0,-100.0,-75.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
