Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:cs:a0:de:04,00:1a:cs:a0:de:13,00:1a:cs:a0:de:16,00:1a:cs:a0:de:17,00:1a:cs:a0:de:18,00:1a:cs:a0:de:19,00:1a:cs:a0:de:20,00:1a:cs:a0:de:56,00:1a:cs:a0:de:57,00:1a:cs:a0:de:58,00:1a:cs:a0:de:59,00:1a:cs:a0:de:63,00:1a:cs:a0:de:72,00:1a:cs:a0:de:73,00:1a:cs:a0:de:74,00:1a:cs:a0:de:75,00:1a:cs:a0:de:76,00:1a:cs:a0:de:77,00:1a:cs:a0:de:78,00:1a:cs:a0:de:79,00:1a:cs:a0:de:80,00:1a:cs:a0:de:81,00:1a:cs:a0:de:82,00:1a:cs:a0:de:95,00:1a:cs:a0:de:97,00:1a:cs:a0:de:98,00:1a:cs:a0:df:02,00:1a:cs:a0:df:11,00:1a:cs:a0:df:12,00:1a:cs:a0:df:13,00:1a:cs:a0:df:14,00:1a:cs:a0:df:15,00:1a:cs:a0:df:16,00:1a:cs:a0:df:17,00:1a:cs:a0:df:18,00:1a:cs:a0:df:19,00:1a:cs:a0:df:20,00:1a:cs:a0:df:21,00:1a:cs:a0:df:34,00:1a:cs:a0:df:36,00:1a:cs:a0:df:37,00:1a:cs:a0:de:01,00:1a:cs:a0:de:05,00:1a:cs:a0:de:07,00:1a:cs:a0:de:08,00:1a:cs:a0:de:11,00:1a:cs:a0:de:25,00:1a:cs:a0:de:32,00:1a:cs:a0:de:33,00:1a:cs:a0:de:36,00:1a:cs:a0:de:39,00:1a:cs:a0:de:44,00:1a:cs:a0:de:47,00:1a:cs:a0:de:48,00:1a:cs:a0:de:61,00:1a:cs:a0:de:62,00:1a:cs:a0:de:64,00:1a:cs:a0:de:67,00:1a:cs:a0:de:71,00:1a:cs:a0:de:84,00:1a:cs:a0:de:85,00:1a:cs:a0:de:87,00:1a:cs:a0:de:88,00:1a:cs:a0:de:89,00:1a:cs:a0:de:90,00:1a:cs:a0:de:91,00:1a:cs:a0:de:92,00:1a:cs:a0:de:93,00:1a:cs:a0:de:94,00:1a:cs:a0:de:96,00:1a:cs:a0:de:99,00:1a:cs:a0:df:01,00:1a:cs:a0:df:03,00:1a:cs:a0:df:06,00:1a:cs:a0:df:10,00:1a:cs:a0:df:23,00:1a:cs:a0:df:24,00:1a:cs:a0:df:25,00:1a:cs:a0:df:26,00:1a:cs:a0:df:27,00:1a:cs:a0:df:28,00:1a:cs:a0:df:29,00:1a:cs:a0:df:30,00:1a:cs:a0:df:32,00:1a:cs:a0:df:33,00:1a:cs:a0:df:35,70:5d:cc:6d:14:f8,00:1a:cs:a0:de:23,00:1a:cs:a0:de:24,00:1a:cs:a0:de:34,00:1a:cs:a0:de:37,00:1a:cs:a0:de:40,00:1a:cs:a0:de:43,00:1a:cs:a0:de:54,00:1a:cs:a0:de:65,00:1a:cs:a0:de:66,00:1a:cs:a0:de:68,00:1a:cs:a0:de:69,00:1a:cs:a0:de:70,00:1a:cs:a0:de:86,00:1a:cs:a0:df:04,00:1a:cs:a0:df:05,00:1a:cs:a0:df:07,00:1a:cs:a0:df:08,00:1a:cs:a0:df:09,00:1a:cs:a0:de:28,00:1a:cs:a0:de:31,00:1a:cs:a0:de:55,00:1a:cs:a0:de:60,00:1a:cs:a0:de:02,00:1a:cs:a0:de:29,00:1a:cs:a0:de:51,00:1a:cs:a0:de:14,00:1a:cs:a0:de:49,00:1a:cs:a0:de:21,00:1a:cs:a0:de:22,00:1a:cs:a0:de:10,00:1a:cs:a0:de:27,00:1a:cs:a0:de:30,00:1a:cs:a0:de:42,00:1a:cs:a0:de:15,00:1a:cs:a0:de:45,00:1a:cs:a0:df:31,86:25:19:93:1e:ca,f0:b0:52:29:88:9c,f0:b0:52:69:88:9c,f4:28:53:71:29:24,9c:d6:43:c8:11:b6,00:1a:cs:a0:de:12,00:1a:cs:a0:de:26,00:1a:cs:a0:de:83,00:1a:cs:a0:df:22,90:9f:33:3d:46:6c,00:1a:cs:a0:de:46,88:36:6c:da:57:98,00:1a:cs:a0:de:06,00:1a:cs:a0:de:41,00:1a:cs:a0:de:35,00:1a:cs:a0:de:50,00:1a:cs:a0:de:52
2021.02.11 151102,73.0,24.0,21.2992075625,3.66206356875,-10.80603503125,-0.09672299847604167,0.6636445020833334,9.742478708333332,-0.0011851255479166667,-0.00047125397302083365,0.0025733159921874998,-0.06799945658228046,0.009886339365948486,-1.3661410547792912,1016.1040680208331,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-64.0,-47.0,-63.0,-54.0,-64.0,-77.0,-57.0,-80.0,-100.0,-100.0,-50.0,-74.0,-100.0,-100.0,-53.0,-64.0,-70.0,-100.0,-54.0,-66.0,-79.0,-56.0,-80.0,-100.0,-100.0,-50.0,-73.0,-100.0,-100.0,-51.0,-64.0,-70.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-73.0,-100.0,-100.0,-80.0,-77.0,-100.0,-67.0,-85.0,-83.0,-80.0,-100.0,-77.0,-63.0,-90.0,-81.0,-100.0,-80.0,-79.0,-100.0,-82.0,-78.0,-100.0,-69.0,-86.0,-85.0,-80.0,-100.0,-68.0,-78.0,-63.0,-88.0,-82.0,-100.0,-79.0,-100.0,-82.0,-100.0,-100.0,-100.0,-74.0,-100.0,-86.0,-100.0,-100.0,-100.0,-67.0,-84.0,-75.0,-69.0,-68.0,-100.0,-67.0,-83.0,-76.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0
2021.02.11 151135,76.0,24.0,41.67253684848485,7.161959278787879,-15.820759994949492,-0.11266425522070708,0.7070282995959596,9.749358636363636,0.0018514714507070712,-0.0014296516758585856,-0.00020542911606060552,-0.07230613886783215,0.011438122360590478,-1.3727107902969977,1016.0960711111112,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-66.0,-52.0,-61.0,-60.0,-70.0,-83.0,-63.0,-70.0,-81.0,-100.0,-53.0,-71.0,-79.0,-86.0,-51.0,-67.0,-71.0,-100.0,-59.0,-70.0,-83.0,-63.0,-70.0,-82.0,-100.0,-53.0,-71.0,-79.0,-86.0,-50.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-90.0,-88.0,-100.0,-68.0,-82.0,-82.0,-100.0,-100.0,-77.0,-75.0,-88.0,-100.0,-100.0,-90.0,-89.0,-100.0,-86.0,-87.0,-100.0,-68.0,-83.0,-82.0,-100.0,-100.0,-77.0,-77.0,-75.0,-89.0,-100.0,-100.0,-89.0,-100.0,-86.0,-100.0,-100.0,-100.0,-80.0,-100.0,-82.0,-100.0,-100.0,-80.0,-78.0,-89.0,-100.0,-67.0,-78.0,-100.0,-74.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-72.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151146,77.0,24.0,40.19252706862745,12.236344328431377,-16.510453068627452,-0.125193392754902,0.5284128599019609,9.744016176470588,0.00564805600254902,-0.0019115757168529418,0.0019395330855882353,-0.05418587041397885,0.012827061389472438,-1.2531370999766331,1016.0945384313725,-90.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-70.0,-55.0,-61.0,-57.0,-77.0,-81.0,-51.0,-66.0,-80.0,-100.0,-45.0,-63.0,-79.0,-84.0,-54.0,-100.0,-100.0,-87.0,-58.0,-77.0,-80.0,-51.0,-66.0,-80.0,-100.0,-44.0,-63.0,-77.0,-85.0,-54.0,-78.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-84.0,-79.0,-100.0,-100.0,-100.0,-86.0,-100.0,-66.0,-82.0,-83.0,-100.0,-100.0,-76.0,-79.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-85.0,-100.0,-66.0,-83.0,-83.0,-100.0,-100.0,-76.0,-77.0,-79.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-84.0,-100.0,-100.0,-100.0,-75.0,-100.0,-85.0,-69.0,-76.0,-100.0,-75.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-74.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151239,78.0,21.0,10.538047357142856,-38.17537776530612,-13.314759066326532,-0.1415218720765306,0.5696444959183673,9.751104331632654,0.00227566964622449,-0.004286794115693878,-0.0002833886251020407,-0.058367692846424686,0.01450972067493921,-2.871267318725586,1016.0798260204082,-78.0,-66.0,-72.0,-100.0,-100.0,-71.0,-100.0,-50.0,-64.0,-47.0,-64.0,-54.0,-68.0,-75.0,-43.0,-64.0,-68.0,-100.0,-52.0,-67.0,-67.0,-76.0,-47.0,-69.0,-66.0,-76.0,-54.0,-100.0,-75.0,-43.0,-64.0,-68.0,-100.0,-52.0,-66.0,-68.0,-76.0,-49.0,-69.0,-100.0,-75.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-73.0,-100.0,-75.0,-85.0,-83.0,-100.0,-100.0,-79.0,-65.0,-90.0,-81.0,-100.0,-100.0,-79.0,-100.0,-100.0,-73.0,-100.0,-75.0,-84.0,-83.0,-80.0,-100.0,-64.0,-79.0,-65.0,-92.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-75.0,-65.0,-73.0,-77.0,-59.0,-65.0,-76.0,-66.0,-73.0,-78.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-81.0,-100.0,-83.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151302,78.0,19.0,10.898270705882354,-30.761339215686277,-18.264411009803926,-0.08332250434607844,0.5917212812745098,9.758458421568628,-0.0025726506575490193,-0.0033325935372549016,0.002054111301764707,-0.06060362105056932,0.008606324533877106,-2.7934137793148266,1016.074181764706,-100.0,-75.0,-69.0,-100.0,-79.0,-69.0,-100.0,-54.0,-53.0,-58.0,-68.0,-75.0,-64.0,-74.0,-65.0,-75.0,-60.0,-85.0,-63.0,-75.0,-65.0,-68.0,-57.0,-85.0,-58.0,-69.0,-75.0,-64.0,-74.0,-66.0,-75.0,-61.0,-85.0,-63.0,-76.0,-64.0,-68.0,-56.0,-81.0,-58.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-74.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151336,78.0,16.0,11.708943175000002,-29.544149789999995,-19.77196684,-0.041089763072,0.39810801320000005,9.7692256,0.0040823644132,-0.0061001144715,0.0007054632381000006,-0.04071663202252235,0.004198838552983919,-2.756628603935242,1016.0597752000001,-78.0,-74.0,-65.0,-100.0,-100.0,-66.0,-100.0,-42.0,-52.0,-60.0,-72.0,-68.0,-49.0,-80.0,-64.0,-75.0,-71.0,-87.0,-54.0,-76.0,-56.0,-70.0,-61.0,-100.0,-60.0,-75.0,-69.0,-49.0,-80.0,-63.0,-75.0,-74.0,-88.0,-57.0,-75.0,-56.0,-70.0,-61.0,-100.0,-61.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-89.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151349,78.0,15.0,11.445675066666668,-29.670135476190474,-21.134670047619046,-0.10789252832380954,0.5113921164761905,9.751672504761904,0.0022433086410476198,-0.003693406913142858,0.0007441150479333335,-0.05233333909085813,0.010990002944267184,-2.767112586611793,1016.0523144761905,-62.0,-80.0,-73.0,-92.0,-73.0,-73.0,-91.0,-46.0,-60.0,-58.0,-81.0,-100.0,-45.0,-58.0,-69.0,-100.0,-100.0,-78.0,-54.0,-78.0,-55.0,-57.0,-100.0,-100.0,-43.0,-66.0,-100.0,-46.0,-59.0,-69.0,-90.0,-100.0,-78.0,-57.0,-76.0,-56.0,-57.0,-65.0,-100.0,-40.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151423,78.0,13.0,8.191544896116502,-29.774190242718447,-23.26529690291262,-0.2779722792330097,0.5252288210679612,9.748954504854368,0.004320146352427184,-0.003405382776203884,-9.265207281553648e-06,-0.053845567429817956,0.028504632612310527,-2.883186599583302,1016.0361238834948,-67.0,-100.0,-79.0,-82.0,-76.0,-80.0,-83.0,-55.0,-62.0,-75.0,-77.0,-78.0,-55.0,-61.0,-74.0,-100.0,-54.0,-78.0,-64.0,-75.0,-59.0,-64.0,-74.0,-100.0,-55.0,-66.0,-79.0,-50.0,-61.0,-75.0,-100.0,-53.0,-78.0,-63.0,-76.0,-58.0,-64.0,-74.0,-100.0,-55.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151440,78.0,12.0,7.522208244444445,-33.560942949494944,-21.91394705050505,-0.25898357681818185,0.7833209126262626,9.737107808080808,0.0012816618475757584,-0.006053335912828283,0.004562780184343434,-0.08028632485204269,0.026594931128049098,-2.926096160002429,1016.0255781818182,-61.0,-100.0,-69.0,-92.0,-61.0,-71.0,-94.0,-51.0,-61.0,-70.0,-77.0,-78.0,-33.0,-62.0,-100.0,-100.0,-57.0,-82.0,-65.0,-75.0,-50.0,-69.0,-70.0,-83.0,-46.0,-64.0,-78.0,-45.0,-62.0,-100.0,-100.0,-57.0,-82.0,-64.0,-75.0,-50.0,-69.0,-71.0,-81.0,-45.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151504,78.0,11.0,7.0010042750000006,-32.67271836538462,-21.878737798076923,-0.21665163282692307,0.6916461500000002,9.737230274038463,0.006856246582211538,-0.011157627897663464,0.004281547341461538,-0.07095326289821124,0.022172347284280285,-2.934665015110603,1016.0113151923077,-64.0,-82.0,-71.0,-88.0,-62.0,-70.0,-89.0,-55.0,-74.0,-100.0,-82.0,-77.0,-31.0,-49.0,-75.0,-100.0,-55.0,-82.0,-61.0,-82.0,-38.0,-48.0,-75.0,-100.0,-48.0,-67.0,-77.0,-34.0,-49.0,-81.0,-100.0,-57.0,-83.0,-61.0,-81.0,-38.0,-48.0,-77.0,-100.0,-48.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151541,81.0,11.0,29.12133455454546,-0.7715009530272727,-16.170485250000002,-0.07124071258818183,0.7086455777727272,9.730827136363636,0.004508052297636365,-0.006018552300090908,-0.00017168555645454597,-0.0727845420018473,0.007304371389909618,-1.556043821031397,1015.9972130909091,-65.0,-100.0,-73.0,-90.0,-60.0,-73.0,-91.0,-61.0,-70.0,-66.0,-79.0,-78.0,-47.0,-56.0,-67.0,-100.0,-54.0,-79.0,-70.0,-78.0,-43.0,-50.0,-65.0,-82.0,-47.0,-64.0,-81.0,-48.0,-56.0,-67.0,-100.0,-54.0,-79.0,-59.0,-78.0,-41.0,-50.0,-66.0,-100.0,-49.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151552,82.0,11.0,27.531615320754717,3.25725235754717,-13.571411301886792,-0.07083100743679245,0.37380463658490565,9.758010297169811,-0.0017515558033018874,-0.0012346534564150946,-0.0003190102333962261,-0.03834375541136631,0.007228078781135623,-1.4337730576407235,1015.994333301887,-65.0,-100.0,-73.0,-90.0,-60.0,-73.0,-91.0,-61.0,-70.0,-66.0,-79.0,-78.0,-47.0,-56.0,-67.0,-100.0,-54.0,-79.0,-70.0,-78.0,-43.0,-50.0,-65.0,-82.0,-47.0,-64.0,-81.0,-48.0,-56.0,-67.0,-100.0,-54.0,-79.0,-59.0,-78.0,-41.0,-50.0,-66.0,-100.0,-49.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151649,87.0,11.0,30.600156058252427,4.576840916504854,-18.092459349514563,-0.054598264494368935,0.44895031932038837,9.760510820388347,0.003864498568446602,-0.005352967414640776,0.001947749657786407,-0.045993373855876075,0.005505366145406521,-1.3950854146364824,1015.9827733009708,-79.0,-100.0,-78.0,-85.0,-67.0,-78.0,-85.0,-75.0,-76.0,-84.0,-100.0,-100.0,-57.0,-56.0,-82.0,-100.0,-78.0,-100.0,-85.0,-100.0,-34.0,-42.0,-100.0,-100.0,-68.0,-88.0,-100.0,-56.0,-58.0,-82.0,-100.0,-78.0,-100.0,-85.0,-100.0,-34.0,-43.0,-100.0,-100.0,-68.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0
2021.02.11 151700,88.0,11.0,32.777592009259266,5.028541730555556,-17.079546231481483,-0.14190948627777777,0.43965577550925933,9.75493498148148,-1.055501824074102e-05,-0.006986283359842593,-0.001956844252888889,-0.04504700039547898,0.014505698108459194,-1.3939147933765694,1015.9818119444442,-100.0,-100.0,-77.0,-100.0,-59.0,-77.0,-100.0,-75.0,-76.0,-86.0,-100.0,-100.0,-58.0,-56.0,-83.0,-100.0,-78.0,-100.0,-83.0,-100.0,-40.0,-38.0,-66.0,-100.0,-70.0,-86.0,-100.0,-58.0,-56.0,-85.0,-100.0,-78.0,-100.0,-83.0,-100.0,-39.0,-38.0,-63.0,-100.0,-71.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151712,89.0,11.0,32.32820148039216,4.3986235578431385,-17.663597039215684,-0.061741040944607854,0.4595168275490196,9.757263671568627,0.00217699765627451,-0.004061325974509804,0.0008771343676470593,-0.04707708761242086,0.006356044493633576,-1.4097769038349974,1015.9783827450979,-74.0,-100.0,-71.0,-100.0,-53.0,-72.0,-100.0,-67.0,-84.0,-77.0,-100.0,-100.0,-48.0,-67.0,-79.0,-100.0,-100.0,-100.0,-77.0,-100.0,-37.0,-49.0,-100.0,-100.0,-67.0,-90.0,-100.0,-47.0,-68.0,-78.0,-100.0,-100.0,-100.0,-78.0,-100.0,-31.0,-48.0,-80.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0
