Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:cs:a0:de:07,00:1a:cs:a0:de:08,00:1a:cs:a0:de:13,00:1a:cs:a0:de:29,00:1a:cs:a0:de:34,00:1a:cs:a0:de:36,00:1a:cs:a0:de:39,00:1a:cs:a0:de:40,00:1a:cs:a0:de:48,00:1a:cs:a0:de:55,00:1a:cs:a0:de:56,00:1a:cs:a0:de:57,00:1a:cs:a0:de:58,00:1a:cs:a0:de:59,00:1a:cs:a0:de:61,00:1a:cs:a0:de:63,00:1a:cs:a0:de:64,00:1a:cs:a0:de:65,00:1a:cs:a0:de:66,00:1a:cs:a0:de:67,00:1a:cs:a0:de:69,00:1a:cs:a0:de:70,00:1a:cs:a0:de:71,00:1a:cs:a0:de:73,00:1a:cs:a0:de:74,00:1a:cs:a0:de:75,00:1a:cs:a0:de:76,00:1a:cs:a0:de:78,00:1a:cs:a0:de:79,00:1a:cs:a0:de:82,00:1a:cs:a0:de:83,00:1a:cs:a0:de:85,00:1a:cs:a0:de:86,00:1a:cs:a0:de:87,00:1a:cs:a0:de:88,00:1a:cs:a0:de:89,00:1a:cs:a0:de:90,00:1a:cs:a0:de:92,00:1a:cs:a0:de:93,00:1a:cs:a0:de:95,00:1a:cs:a0:de:96,00:1a:cs:a0:de:97,00:1a:cs:a0:de:99,00:1a:cs:a0:df:02,00:1a:cs:a0:df:03,00:1a:cs:a0:df:04,00:1a:cs:a0:df:05,00:1a:cs:a0:df:06,00:1a:cs:a0:df:08,00:1a:cs:a0:df:09,00:1a:cs:a0:df:10,00:1a:cs:a0:df:11,00:1a:cs:a0:df:12,00:1a:cs:a0:df:13,00:1a:cs:a0:df:14,00:1a:cs:a0:df:15,00:1a:cs:a0:df:17,00:1a:cs:a0:df:18,00:1a:cs:a0:df:21,00:1a:cs:a0:df:22,00:1a:cs:a0:df:24,00:1a:cs:a0:df:25,00:1a:cs:a0:df:26,00:1a:cs:a0:df:27,00:1a:cs:a0:df:28,00:1a:cs:a0:df:29,00:1a:cs:a0:df:31,00:1a:cs:a0:df:32,00:1a:cs:a0:df:34,00:1a:cs:a0:df:35,00:1a:cs:a0:df:36,00:1a:cs:a0:df:37,00:1a:cs:a0:de:01,00:1a:cs:a0:de:05,00:1a:cs:a0:de:09,00:1a:cs:a0:de:11,00:1a:cs:a0:de:25,00:1a:cs:a0:de:30,00:1a:cs:a0:de:32,00:1a:cs:a0:de:33,00:1a:cs:a0:de:37,00:1a:cs:a0:de:44,00:1a:cs:a0:de:47,00:1a:cs:a0:de:62,00:1a:cs:a0:de:84,00:1a:cs:a0:de:91,00:1a:cs:a0:de:94,00:1a:cs:a0:df:01,00:1a:cs:a0:df:23,00:1a:cs:a0:df:30,00:1a:cs:a0:df:33,00:1a:cs:a0:de:23,00:1a:cs:a0:de:24,00:1a:cs:a0:de:43,00:1a:cs:a0:de:54,00:1a:cs:a0:de:68,00:1a:cs:a0:df:07,00:1a:cs:a0:de:28,00:1a:cs:a0:de:31,00:1a:cs:a0:de:60,00:1a:cs:a0:de:02,00:1a:cs:a0:de:51,00:1a:cs:a0:de:49,00:1a:cs:a0:de:27,00:1a:cs:a0:de:42,00:1a:cs:a0:de:50,00:1a:cs:a0:de:46,44:1e:98:03:8c:7c,44:1e:98:43:8c:7c,00:1a:cs:a0:de:15,00:1a:cs:a0:de:14,90:9f:33:a4:06:5e,00:1a:cs:a0:de:10,00:1a:cs:a0:de:45,00:1a:cs:a0:de:72,9c:d6:43:c8:11:b6,f0:b0:52:29:88:9c,f0:b0:52:69:88:9c,f0:b0:52:2a:1f:ac,00:1a:cs:a0:de:12,00:1a:cs:a0:de:06,00:1a:cs:a0:de:26,90:9f:33:3d:46:6c,88:36:6c:da:57:98,00:1a:cs:a0:de:80,00:1a:cs:a0:de:04,00:1a:cs:a0:de:16,00:1a:cs:a0:de:19,00:1a:cs:a0:df:19,00:1a:cs:a0:de:81,00:1a:cs:a0:de:98,00:1a:cs:a0:df:20,00:1a:cs:a0:de:18,00:1a:cs:a0:de:77,00:1a:cs:a0:df:16,00:1a:cs:a0:de:17,00:1a:cs:a0:de:20,00:1a:cs:a0:de:41,00:1a:cs:a0:de:35
2021.02.11 150728,56.0,24.0,22.663008557522122,1.167610601061947,-37.69592862831858,-0.2115649008265487,0.2844525588849558,10.00099178318584,0.003721607366017699,0.0006708222014159298,-0.006187178243362832,-0.02853135698252412,0.02117591417101991,-1.4660239230215022,1017.5070823008851,-89.0,-100.0,-75.0,-82.0,-68.0,-57.0,-55.0,-65.0,-81.0,-75.0,-74.0,-100.0,-71.0,-73.0,-77.0,-43.0,-51.0,-100.0,-71.0,-77.0,-80.0,-64.0,-76.0,-100.0,-77.0,-100.0,-100.0,-69.0,-100.0,-71.0,-89.0,-82.0,-74.0,-73.0,-56.0,-71.0,-77.0,-90.0,-100.0,-54.0,-62.0,-100.0,-77.0,-43.0,-51.0,-100.0,-72.0,-77.0,-80.0,-66.0,-76.0,-100.0,-100.0,-78.0,-100.0,-100.0,-69.0,-100.0,-71.0,-89.0,-82.0,-73.0,-72.0,-55.0,-71.0,-76.0,-89.0,-80.0,-55.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-67.0,-100.0,-66.0,-76.0,-100.0,-100.0,-73.0,-87.0,-100.0,-100.0,-73.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150739,57.0,24.0,24.25894704385965,0.31052630605263165,-38.00473627192982,-0.2750055624824561,0.062083125728070176,10.00544348245614,0.00349697854482456,-8.4674509122807e-05,0.006512530907807018,-0.006247890830043858,0.027488961331280752,-1.5468502086505556,1017.5054242982454,-100.0,-100.0,-73.0,-80.0,-69.0,-53.0,-59.0,-62.0,-100.0,-72.0,-68.0,-84.0,-68.0,-73.0,-100.0,-40.0,-47.0,-80.0,-62.0,-75.0,-100.0,-71.0,-76.0,-100.0,-100.0,-85.0,-100.0,-71.0,-88.0,-72.0,-90.0,-82.0,-100.0,-75.0,-53.0,-63.0,-76.0,-100.0,-84.0,-55.0,-67.0,-100.0,-100.0,-41.0,-47.0,-100.0,-62.0,-75.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-85.0,-100.0,-72.0,-88.0,-72.0,-90.0,-81.0,-77.0,-74.0,-53.0,-63.0,-77.0,-100.0,-84.0,-54.0,-67.0,-87.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-76.0,-100.0,-63.0,-75.0,-100.0,-100.0,-78.0,-90.0,-100.0,-100.0,-78.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-69.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150750,58.0,24.0,26.916841701754386,-0.23315789175438595,-36.302104798245615,-0.17585318431578945,0.07445354545614034,10.006577535087718,-2.3534412456140397e-05,-0.002201268969122807,-0.003743575202280703,-0.007452647910931267,0.017607419788347217,-1.568137239991573,1017.4952176315791,-100.0,-89.0,-67.0,-83.0,-67.0,-54.0,-56.0,-61.0,-100.0,-73.0,-72.0,-84.0,0.0,-70.0,-78.0,-44.0,-45.0,-100.0,-70.0,-78.0,-100.0,-67.0,-77.0,-100.0,-100.0,-85.0,-100.0,-73.0,-100.0,-68.0,-91.0,-85.0,-75.0,-76.0,-55.0,-68.0,-100.0,-100.0,-83.0,-57.0,-70.0,-100.0,-100.0,-44.0,-45.0,-100.0,-71.0,-77.0,-100.0,-73.0,-77.0,-100.0,-100.0,-100.0,-85.0,-100.0,-70.0,-100.0,-68.0,-90.0,-84.0,-74.0,-74.0,-54.0,-68.0,-100.0,-100.0,-84.0,-57.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-64.0,-75.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-88.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-87.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150802,59.0,24.0,26.045356821428573,1.4458928375,-31.98857100892857,-0.20428294663392857,-0.02595222902142857,10.000159075892856,0.0005359470183035718,0.0012598222626785708,-0.0026584854385714287,0.002618316394286259,0.02044852245613017,-1.51633205051933,1017.4963000892858,-91.0,-100.0,-68.0,-74.0,-65.0,-59.0,-59.0,-55.0,-81.0,-72.0,0.0,-80.0,-64.0,-70.0,-77.0,-43.0,-47.0,-80.0,-71.0,-75.0,-81.0,-65.0,-80.0,-100.0,-73.0,-100.0,-100.0,-72.0,-85.0,-68.0,-89.0,-82.0,-72.0,-75.0,-49.0,-64.0,-76.0,-100.0,-83.0,0.0,-72.0,-100.0,-76.0,-43.0,-47.0,-83.0,-71.0,-76.0,-77.0,-65.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-86.0,-72.0,-89.0,-83.0,-72.0,-76.0,-48.0,-64.0,-77.0,-100.0,-83.0,0.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-71.0,-100.0,-66.0,-75.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-100.0,-82.0,-88.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150813,60.0,24.0,23.197499696428572,2.8601785276785714,-28.854106794642856,-0.18224279358035717,0.010004648678571435,10.026431973214285,0.005657397280625001,-0.0008345725910714284,0.0011485141754464284,-0.0010408476451370305,0.01814279426045164,-1.442096890083381,1017.4842771428572,-100.0,-90.0,-68.0,-81.0,-61.0,-60.0,-55.0,-53.0,-78.0,-69.0,-72.0,-78.0,-56.0,-68.0,-100.0,-36.0,-45.0,-100.0,-69.0,-81.0,-100.0,-72.0,-80.0,-100.0,-69.0,-86.0,-100.0,-67.0,-86.0,-66.0,-84.0,-84.0,-68.0,-74.0,-48.0,-56.0,-81.0,-100.0,-82.0,-56.0,-62.0,-91.0,-100.0,-36.0,-45.0,-100.0,-69.0,-80.0,-100.0,-70.0,-81.0,-100.0,-100.0,-64.0,-87.0,-100.0,-66.0,-85.0,-65.0,-84.0,-84.0,-68.0,-75.0,-49.0,-56.0,-83.0,-100.0,-100.0,-49.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-68.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-89.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150823,61.0,24.0,22.753805106194687,5.278407019469026,-29.371327079646015,-0.2743457543274336,0.013285046741592919,10.001203747787612,0.0006564691977876106,-0.000950944258584071,0.0017865049680530973,-0.0013572625724178338,0.027444261161247797,-1.331703636498578,1017.4855404424779,-89.0,-100.0,-62.0,-76.0,-61.0,-59.0,-55.0,-52.0,-76.0,-62.0,-63.0,-80.0,-59.0,-72.0,-82.0,-33.0,-37.0,-100.0,-69.0,-75.0,-81.0,-73.0,-78.0,-100.0,-72.0,-85.0,-100.0,-70.0,-85.0,-66.0,-84.0,-86.0,-73.0,-73.0,-46.0,-63.0,-87.0,-100.0,-84.0,-45.0,-61.0,-100.0,-82.0,-34.0,-37.0,-100.0,-68.0,-75.0,-82.0,-67.0,-78.0,-100.0,-100.0,-100.0,-85.0,-100.0,-67.0,-85.0,-66.0,-84.0,-86.0,-100.0,-74.0,-46.0,-63.0,-100.0,-100.0,-83.0,-45.0,-61.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-79.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-89.0,-88.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150835,62.0,24.0,23.195478017391306,5.542956436521739,-34.62678223478261,-0.21914901501739134,0.10191282742608695,10.014897604347826,0.00193766397573913,-0.0026649395719999997,-0.00011542702678260792,-0.010210454996498478,0.02192055077858913,-1.3126459494881009,1017.473195652174,-100.0,-100.0,-66.0,-73.0,-59.0,-59.0,-60.0,-59.0,-74.0,-68.0,-67.0,-76.0,-55.0,-64.0,-82.0,-33.0,-35.0,-100.0,-71.0,-79.0,-84.0,-64.0,-78.0,-100.0,-73.0,-84.0,-100.0,-68.0,-83.0,-69.0,-87.0,-83.0,-70.0,-73.0,-45.0,-59.0,-100.0,-100.0,-86.0,-50.0,-66.0,-100.0,-83.0,-33.0,-35.0,-100.0,-71.0,-78.0,-82.0,-70.0,-78.0,-100.0,-100.0,-74.0,-84.0,-100.0,-62.0,-83.0,-70.0,-84.0,-84.0,-71.0,-71.0,-46.0,-59.0,-100.0,-100.0,-84.0,-49.0,-66.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-63.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-88.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150846,63.0,24.0,21.861238690265484,5.454159207964603,-38.41539779646017,-0.2402750118318584,0.17389215333451327,9.996542283185843,0.002867477027610619,0.0024817944253097343,-0.0013759387620353978,-0.01735834278082842,0.024043053155507338,-1.2854174681469404,1017.4667609734513,-88.0,-100.0,-58.0,-77.0,-63.0,-59.0,-58.0,-60.0,-83.0,-69.0,-67.0,-78.0,-56.0,-66.0,-81.0,-29.0,-39.0,-100.0,-100.0,-80.0,-100.0,-74.0,-82.0,-100.0,-72.0,-84.0,-100.0,-63.0,-100.0,-65.0,-81.0,-89.0,-70.0,-75.0,-50.0,-66.0,-82.0,-100.0,-84.0,-47.0,-68.0,-100.0,-81.0,-28.0,-38.0,-100.0,-77.0,-80.0,-100.0,-73.0,-82.0,-100.0,-100.0,-72.0,-83.0,-100.0,-66.0,-88.0,-67.0,-83.0,-89.0,-70.0,-74.0,-50.0,-66.0,-81.0,-100.0,-84.0,-48.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-65.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-85.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150857,64.0,24.0,23.565390999999995,5.395304278260869,-38.54869504347826,-0.30269879446086956,0.31979183511826087,10.002114217391306,0.000939032573043478,-0.0008004725179130437,-0.0036956284349565216,-0.031951992300025184,0.030264003506011238,-1.281746687059817,1017.4592307826088,-100.0,-90.0,-58.0,-67.0,-66.0,-55.0,-61.0,-61.0,-100.0,-68.0,-67.0,-76.0,-61.0,-69.0,-100.0,-34.0,-46.0,-83.0,-73.0,-79.0,-82.0,-100.0,-78.0,-100.0,-68.0,-81.0,-100.0,-64.0,-79.0,-69.0,-88.0,-88.0,-72.0,-74.0,-52.0,-75.0,-86.0,-100.0,-85.0,-53.0,-67.0,-83.0,-100.0,-34.0,-46.0,-83.0,-73.0,-79.0,-83.0,-72.0,-79.0,-78.0,-100.0,-100.0,-81.0,-100.0,-63.0,-79.0,-69.0,-88.0,-88.0,-72.0,-74.0,-51.0,-75.0,-83.0,-100.0,-84.0,-54.0,-67.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-67.0,-80.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-87.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150909,65.0,24.0,25.998947017543863,6.346315667543859,-34.711052219298246,-0.22046230382456142,0.08957528054385963,10.007501666666666,0.0017715522850000006,-0.002351306137017543,-0.0018038100107017538,-0.008974838685836567,0.02208081004209812,-1.3114030476202045,1017.4593879824562,-100.0,-100.0,-58.0,-74.0,-67.0,-62.0,-59.0,-65.0,-83.0,-72.0,-69.0,-77.0,-60.0,-66.0,-80.0,-37.0,-38.0,-85.0,-100.0,-78.0,-83.0,-65.0,-85.0,-91.0,-70.0,-79.0,-100.0,-68.0,-82.0,-100.0,-86.0,-85.0,-72.0,-75.0,-55.0,-74.0,-100.0,-100.0,-83.0,-54.0,-68.0,-100.0,-79.0,-38.0,-38.0,-84.0,-100.0,-78.0,-100.0,-70.0,-84.0,-86.0,-100.0,-100.0,-79.0,-100.0,-68.0,-82.0,-100.0,-84.0,-86.0,-72.0,-75.0,-55.0,-73.0,-100.0,-100.0,-84.0,-54.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-83.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-86.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150940,66.0,24.0,29.238583761061946,5.883185761946902,-30.783716451327432,-0.19717806433274337,0.11085704195398231,10.022031796460178,0.002964783183539822,0.0027412768957522124,0.0004025979818584076,-0.0110879358068001,0.019637158729570697,-1.3551751765529667,1017.4394662831858,-100.0,-100.0,-57.0,-65.0,-69.0,-61.0,-60.0,-69.0,-81.0,-72.0,-62.0,-73.0,-61.0,-55.0,-80.0,-45.0,-52.0,-100.0,-71.0,-76.0,-83.0,-75.0,-81.0,-89.0,-69.0,-82.0,-100.0,-63.0,-79.0,-64.0,-84.0,-89.0,-71.0,-75.0,-59.0,-71.0,-83.0,-87.0,-100.0,-56.0,-68.0,-84.0,-100.0,-45.0,-51.0,-100.0,-71.0,-76.0,-83.0,-100.0,-80.0,-100.0,-90.0,-69.0,-82.0,-100.0,-63.0,-79.0,-64.0,-85.0,-88.0,-71.0,-74.0,-59.0,-72.0,-84.0,-86.0,-85.0,-55.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-72.0,-84.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 150952,67.0,24.0,28.101538042735047,3.7082050675213676,-29.632307299145296,-0.19950243728547012,0.28029386289230773,10.00278900854701,0.002136065261623932,0.0037775437675213676,0.0006999680485470088,-0.02802285224469932,0.019983348560531414,-1.4059820419702775,1017.4336782051282,-90.0,-100.0,-61.0,-61.0,-72.0,-66.0,-66.0,-66.0,-100.0,-100.0,-62.0,-74.0,-59.0,-61.0,-100.0,-47.0,-51.0,-83.0,-75.0,-81.0,-86.0,-74.0,-79.0,-87.0,-67.0,-82.0,-100.0,-57.0,-79.0,-69.0,-86.0,-100.0,-75.0,-76.0,-61.0,-76.0,-100.0,-100.0,-85.0,-56.0,-72.0,-79.0,-100.0,-47.0,-52.0,-100.0,-100.0,-81.0,-86.0,-74.0,-79.0,-100.0,-85.0,-68.0,-82.0,-100.0,-57.0,-79.0,-69.0,-86.0,-100.0,-75.0,-75.0,-60.0,-76.0,-100.0,-100.0,-86.0,-56.0,-72.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-83.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-84.0,-84.0,-100.0,-92.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151004,68.0,24.0,26.25473646491228,-0.2057894645614035,-29.884210087719303,-0.17062358296491223,0.29037932887719303,10.00884575877193,0.0046972750311403515,-8.467455035087746e-05,-0.004274063301842107,-0.029000230448059047,0.017037450236864673,-1.543976014120537,1017.4242221929825,-89.0,-91.0,-62.0,-62.0,-72.0,-66.0,-69.0,-71.0,-82.0,-74.0,-57.0,-66.0,-54.0,-62.0,-82.0,-48.0,-56.0,-100.0,-75.0,-79.0,-82.0,-74.0,-78.0,-83.0,-100.0,-79.0,-100.0,-64.0,-77.0,-59.0,-85.0,-100.0,-68.0,-78.0,-57.0,-78.0,-89.0,-90.0,-100.0,-57.0,-67.0,-80.0,-81.0,-48.0,-56.0,-100.0,-75.0,-79.0,-82.0,-75.0,-78.0,-100.0,-83.0,-100.0,-79.0,-100.0,-62.0,-78.0,-60.0,-85.0,-100.0,-67.0,-77.0,-57.0,-78.0,-90.0,-89.0,-86.0,-57.0,-67.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-75.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-85.0,-100.0,-92.0,-85.0,-93.0,-86.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151016,69.0,24.0,20.5424997,3.2224999491666666,-25.906999641666662,-0.18619476995333334,0.08936630617500001,10.022574020833334,0.0021972825741666665,-0.0024086417678333342,-0.0037529523455000005,-0.008928578453924248,0.018477525347164635,-1.398752784729004,1017.4182975000001,-100.0,-100.0,-69.0,-73.0,-74.0,-68.0,-67.0,-69.0,-82.0,-82.0,-54.0,-63.0,-54.0,-64.0,-100.0,-56.0,-60.0,-80.0,-68.0,-81.0,-87.0,-72.0,-79.0,-75.0,-64.0,-75.0,-100.0,-54.0,-71.0,-67.0,-85.0,-87.0,-100.0,-78.0,-56.0,-82.0,-100.0,-88.0,-86.0,-59.0,-70.0,-100.0,-100.0,-57.0,-60.0,-70.0,-69.0,-80.0,-86.0,-73.0,-80.0,-80.0,-78.0,-65.0,-75.0,-100.0,-50.0,-71.0,-68.0,-84.0,-87.0,-73.0,-78.0,-58.0,-82.0,-100.0,-88.0,-85.0,-56.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151027,70.0,24.0,13.467272527272725,2.4392726836363634,-25.19236336363636,-0.18990952413818182,0.08382138352727275,9.995291936363639,0.002837302523727273,-0.0004399895689090913,-0.003594220233545455,-0.00837542906996198,0.01906003285376668,-1.36433608640324,1017.4103194545456,-100.0,-100.0,-68.0,-73.0,-71.0,-69.0,-70.0,-72.0,-88.0,-80.0,-56.0,-65.0,-54.0,-60.0,-80.0,-50.0,-61.0,-81.0,-100.0,-79.0,-84.0,-72.0,-79.0,-80.0,-62.0,-72.0,-100.0,-59.0,-70.0,-60.0,-81.0,-88.0,-75.0,-73.0,-66.0,-80.0,-100.0,-88.0,-79.0,-62.0,-69.0,-100.0,-78.0,-49.0,-60.0,-81.0,-73.0,-79.0,-83.0,-74.0,-80.0,-67.0,-80.0,-62.0,-73.0,-100.0,-54.0,-71.0,-59.0,-81.0,-90.0,-100.0,-74.0,-65.0,-80.0,-88.0,-87.0,-87.0,-61.0,-69.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-91.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-88.0,-100.0,-91.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
