Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:cs:a0:de:16,00:1a:cs:a0:de:17,00:1a:cs:a0:de:18,00:1a:cs:a0:de:19,00:1a:cs:a0:de:22,00:1a:cs:a0:de:57,00:1a:cs:a0:de:72,00:1a:cs:a0:de:73,00:1a:cs:a0:de:80,00:1a:cs:a0:de:81,00:1a:cs:a0:de:97,00:1a:cs:a0:df:11,00:1a:cs:a0:df:12,00:1a:cs:a0:df:19,00:1a:cs:a0:df:20,00:1a:cs:a0:df:36,00:1a:cs:a0:de:01,00:1a:cs:a0:de:07,00:1a:cs:a0:de:08,00:1a:cs:a0:de:09,00:1a:cs:a0:de:11,00:1a:cs:a0:de:12,00:1a:cs:a0:de:33,00:1a:cs:a0:de:36,00:1a:cs:a0:de:37,00:1a:cs:a0:de:39,00:1a:cs:a0:de:40,00:1a:cs:a0:de:47,00:1a:cs:a0:de:48,00:1a:cs:a0:de:58,00:1a:cs:a0:de:59,00:1a:cs:a0:de:62,00:1a:cs:a0:de:63,00:1a:cs:a0:de:64,00:1a:cs:a0:de:65,00:1a:cs:a0:de:66,00:1a:cs:a0:de:67,00:1a:cs:a0:de:70,00:1a:cs:a0:de:71,00:1a:cs:a0:de:82,00:1a:cs:a0:de:85,00:1a:cs:a0:de:86,00:1a:cs:a0:de:87,00:1a:cs:a0:de:88,00:1a:cs:a0:de:89,00:1a:cs:a0:de:91,00:1a:cs:a0:de:93,00:1a:cs:a0:de:94,00:1a:cs:a0:de:95,00:1a:cs:a0:de:96,00:1a:cs:a0:de:99,00:1a:cs:a0:df:01,00:1a:cs:a0:df:02,00:1a:cs:a0:df:03,00:1a:cs:a0:df:05,00:1a:cs:a0:df:06,00:1a:cs:a0:df:10,00:1a:cs:a0:df:21,00:1a:cs:a0:df:24,00:1a:cs:a0:df:25,00:1a:cs:a0:df:26,00:1a:cs:a0:df:27,00:1a:cs:a0:df:28,00:1a:cs:a0:df:30,00:1a:cs:a0:df:32,00:1a:cs:a0:df:33,00:1a:cs:a0:df:34,00:1a:cs:a0:df:35,90:9f:33:a4:06:5c,f0:b0:52:29:88:9c,f0:b0:52:69:88:9c,00:1a:cs:a0:de:05,00:1a:cs:a0:de:13,00:1a:cs:a0:de:25,00:1a:cs:a0:de:32,00:1a:cs:a0:de:61,00:1a:cs:a0:de:68,00:1a:cs:a0:de:69,00:1a:cs:a0:de:78,00:1a:cs:a0:de:84,00:1a:cs:a0:de:90,00:1a:cs:a0:df:04,00:1a:cs:a0:df:07,00:1a:cs:a0:df:08,00:1a:cs:a0:df:09,00:1a:cs:a0:df:17,00:1a:cs:a0:df:23,00:1a:cs:a0:df:29,00:1a:cs:a0:de:31,00:1a:cs:a0:de:44,00:1a:cs:a0:de:28,00:1a:cs:a0:de:34,00:1a:cs:a0:de:30,00:1a:cs:a0:de:60,00:1a:cs:a0:de:54,00:1a:cs:a0:de:43,00:1a:cs:a0:de:24,00:1a:cs:a0:de:45,00:1a:cs:a0:de:55,00:1a:cs:a0:de:02,00:1a:cs:a0:df:31,00:1a:cs:a0:de:29,00:1a:cs:a0:de:56,00:1a:cs:a0:df:14,9c:d6:43:c8:11:b6,00:1a:cs:a0:de:26,00:1a:cs:a0:de:75,00:1a:cs:a0:df:13,00:1a:cs:a0:de:49,00:1a:cs:a0:de:74,00:1a:cs:a0:de:83,00:1a:cs:a0:df:22,00:1a:cs:a0:de:79,00:1a:cs:a0:df:18,00:1a:cs:a0:de:51,00:1a:cs:a0:de:76,00:1a:cs:a0:df:15,00:1a:cs:a0:de:98,00:1a:cs:a0:df:37,00:1a:cs:a0:de:77,00:1a:cs:a0:df:16,00:1a:cs:a0:de:04,00:1a:cs:a0:de:20,00:1a:cs:a0:de:21,00:1a:cs:a0:de:41,00:1a:cs:a0:de:52,00:1a:cs:a0:de:53
2021.02.11 152651,60.0,24.0,21.25487583471074,4.609586704132232,-20.021652669421496,0.1267184780413223,0.3360295437190083,9.691114239669421,0.0017032942155950413,-0.004524996958842976,0.0023155074777685947,-0.03464727115255492,-0.013054671725219702,-1.3296322684642696,1017.3668702479338,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-71.0,-52.0,-59.0,-100.0,-100.0,-47.0,-73.0,-100.0,-31.0,-41.0,-100.0,-63.0,-78.0,-100.0,-83.0,-64.0,-85.0,-66.0,-75.0,-45.0,-58.0,-100.0,-100.0,-100.0,-44.0,-69.0,-100.0,-91.0,-31.0,-41.0,-100.0,-78.0,-83.0,-64.0,-85.0,-67.0,-74.0,-30.0,-58.0,-100.0,-100.0,-100.0,-43.0,-69.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-64.0,-88.0,-100.0,-90.0,-88.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 152712,62.0,24.0,20.379291858407075,7.720353818584069,-23.910796176991152,0.11388696565486725,0.3068485656637169,9.688485982300884,-0.0005234844701946904,-0.0033539745162831864,0.0033149710936283185,-0.03164833335749866,-0.011772282744889048,-1.1815986264068468,1017.3549975221238,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-69.0,-47.0,-54.0,-100.0,-100.0,-52.0,-78.0,-100.0,-29.0,-40.0,-74.0,-63.0,-79.0,-64.0,-81.0,-100.0,-86.0,-65.0,-74.0,-38.0,-61.0,-100.0,-70.0,-100.0,-40.0,-64.0,-100.0,-100.0,-28.0,-40.0,-63.0,-80.0,-82.0,-62.0,-85.0,-64.0,-74.0,-38.0,-61.0,-100.0,-78.0,-100.0,-42.0,-64.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-68.0,-66.0,-86.0,-100.0,-86.0,-86.0,-57.0,-71.0,-58.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 152814,67.0,24.0,25.98540507207208,6.444324211711712,-19.93621596396396,0.05455063970270269,0.18953596940540535,9.680419743243242,-0.002090656111315315,-0.003947014973603604,0.0037208022025225227,-0.01958778265628725,-0.005604114119427011,-1.3148974931991853,1017.3457389189189,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-54.0,-75.0,-49.0,-58.0,-100.0,-71.0,-47.0,-71.0,-100.0,-100.0,-37.0,-100.0,-100.0,-82.0,-100.0,-83.0,-100.0,-100.0,-100.0,-76.0,-47.0,-69.0,-100.0,-100.0,-100.0,-42.0,-64.0,-100.0,-100.0,-23.0,-38.0,-100.0,-82.0,-83.0,-61.0,-100.0,-64.0,-75.0,-47.0,-69.0,-100.0,-100.0,-100.0,-41.0,-64.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-79.0,-100.0,-100.0,-100.0,-61.0,-73.0,-79.0,-100.0,-100.0,-100.0,-100.0,-53.0,-73.0,-77.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-67.0,-64.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-66.0,-100.0,-88.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 152846,70.0,24.0,12.676606825892858,3.8362499473214284,-16.309821294642855,-0.0057932899178571385,0.3023199490178571,9.673960504464285,-0.00035923253314285773,-0.002521564496785715,0.0005353797224107144,-0.03128073126676355,0.0005858362579961367,-1.2395908694182123,1017.3445825,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-87.0,-100.0,-100.0,-72.0,-100.0,-66.0,-78.0,-59.0,-71.0,-100.0,-100.0,-47.0,-69.0,-100.0,-42.0,-58.0,-100.0,-100.0,-78.0,-100.0,-81.0,-56.0,-100.0,-100.0,-78.0,-58.0,-79.0,-100.0,-100.0,-100.0,-52.0,-71.0,-100.0,-100.0,-42.0,-57.0,-68.0,-79.0,-81.0,-56.0,-100.0,-100.0,-77.0,-58.0,-79.0,-100.0,-100.0,-100.0,-60.0,-71.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-78.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-59.0,-100.0,-100.0,-100.0,-84.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-57.0,-56.0,-83.0,-100.0,-100.0,-84.0,-57.0,-100.0,-56.0,-100.0,-89.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 152857,71.0,24.0,9.013274133628318,7.022123779646018,-16.21752185840708,0.07288765752035399,0.3822152497345133,9.681430314159291,-0.0008099964655663714,-0.0042891932060177,0.002222981955575221,-0.039456137579626696,-0.007552769580671941,-0.8719856211569457,1017.3377135398231,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-73.0,-100.0,-100.0,-68.0,-100.0,-73.0,-76.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-72.0,-100.0,-100.0,-44.0,-61.0,-100.0,-43.0,-64.0,-100.0,-63.0,-83.0,-100.0,-83.0,-57.0,-100.0,-100.0,-75.0,-58.0,-85.0,-100.0,-100.0,-100.0,-57.0,-76.0,-100.0,-100.0,-45.0,-64.0,-66.0,-84.0,-83.0,-57.0,-100.0,-100.0,-75.0,-58.0,-85.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-44.0,-74.0,-100.0,-100.0,-74.0,-59.0,-75.0,-59.0,-84.0,-83.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 152918,73.0,24.0,16.68378355855856,6.482162094594594,-17.696216072072072,-0.016673643549549547,0.4096582627027026,9.678392139639643,0.0008095780473963962,-0.004755998728918919,0.0011397589798198195,-0.042319376038404154,0.0017798504431410884,-1.160823097100129,1017.3318150450451,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-69.0,-80.0,-100.0,-100.0,-66.0,-69.0,-79.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-86.0,-67.0,-78.0,-100.0,-100.0,-40.0,-50.0,-100.0,-54.0,-67.0,-100.0,-100.0,-80.0,-100.0,-81.0,-52.0,-100.0,-100.0,-76.0,-55.0,-84.0,-100.0,-100.0,-100.0,-58.0,-80.0,-100.0,-100.0,-53.0,-66.0,-64.0,-82.0,-81.0,-55.0,-100.0,-100.0,-77.0,-60.0,-84.0,-100.0,-100.0,-100.0,-59.0,-80.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-52.0,-72.0,-100.0,-100.0,-72.0,-51.0,-100.0,-100.0,-81.0,-81.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153012,78.0,24.0,29.032499616071423,12.848571165178571,-23.779285419642857,-0.006434613739285716,0.3018710230053571,9.669000941964285,0.0007206900893571427,-0.0053304538292857145,0.0036878808035714283,-0.031220019930125433,0.0006532499337481538,-1.132930465042591,1017.3222028571428,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-72.0,-84.0,-84.0,-84.0,-100.0,-72.0,-84.0,-84.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-70.0,-100.0,-100.0,-85.0,-100.0,-100.0,-40.0,-57.0,-100.0,-52.0,-65.0,-73.0,-100.0,-74.0,-66.0,-78.0,-46.0,-100.0,-69.0,-68.0,-60.0,-100.0,-100.0,-82.0,-100.0,-63.0,-74.0,-77.0,-100.0,-52.0,-66.0,-100.0,-71.0,-78.0,-47.0,-100.0,-68.0,-68.0,-60.0,-100.0,-100.0,-83.0,-100.0,-64.0,-74.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-78.0,-100.0,-72.0,-45.0,-82.0,-100.0,-74.0,-100.0,-75.0,-100.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-83.0,-51.0,-74.0,-100.0,-100.0,-73.0,-54.0,-100.0,-53.0,-78.0,-78.0,-70.0,-70.0,-89.0,-80.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153027,78.0,23.0,8.22108086126126,-32.18324275675676,-20.935134918918923,0.0962671036918919,0.4834925227927928,9.684971058558556,-0.0015843531197297295,-0.003578294504144145,0.004293144519459459,-0.04989107907959465,-0.009913827383216155,-2.877070835044792,1017.3209705405407,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-86.0,-100.0,-88.0,-74.0,-100.0,-85.0,-100.0,-88.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-73.0,-100.0,-100.0,-83.0,-100.0,-100.0,-40.0,-63.0,-100.0,-51.0,-65.0,-100.0,-100.0,-82.0,-100.0,-82.0,-57.0,-100.0,-71.0,-76.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-51.0,-66.0,-75.0,-82.0,-83.0,-57.0,-100.0,-71.0,-75.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-71.0,-100.0,-100.0,-71.0,-58.0,-100.0,-58.0,-77.0,-77.0,-75.0,-75.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153048,78.0,21.0,4.707130368695651,-37.92991266956521,-21.297391113043478,0.05627586770782608,0.3864359535652174,9.662876747826086,-0.0007743646850956525,-0.0059739964474782616,0.006476897871130435,-0.03999766926888534,-0.0058184011239596775,-3.011868856264197,1017.3146440869567,-62.0,-100.0,-85.0,-64.0,-100.0,-55.0,-63.0,-71.0,-63.0,-73.0,-62.0,-63.0,-71.0,-62.0,-72.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-66.0,-100.0,-58.0,-73.0,-100.0,-78.0,-88.0,-77.0,-87.0,-53.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-58.0,-74.0,-78.0,-87.0,-87.0,-48.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-70.0,-100.0,-100.0,-69.0,-47.0,-100.0,-47.0,-80.0,-79.0,-68.0,-69.0,-100.0,-66.0,-65.0,-80.0,-81.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153059,78.0,20.0,4.957894654385965,-34.22999937719298,-22.986841815789475,0.10007648703859648,0.276139694368421,9.681628289473684,-0.001333229447219298,-0.005130946641403509,-0.00018074115105263142,-0.02853289688528887,-0.010373064724773357,-2.9879752146570304,1017.3037442105262,-72.0,-100.0,-77.0,-70.0,-100.0,-54.0,-55.0,-69.0,-63.0,-78.0,-57.0,-56.0,-69.0,-63.0,-78.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-76.0,-88.0,-100.0,-100.0,-54.0,-75.0,-100.0,-70.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-84.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-76.0,-100.0,-100.0,-76.0,-57.0,-100.0,-57.0,-84.0,-83.0,-72.0,-72.0,-100.0,-55.0,-56.0,-70.0,-70.0,-77.0,-77.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153121,78.0,18.0,3.3501723767241383,-31.577068560344827,-29.132585870689653,0.10223140649655171,0.42737805681034496,9.672230439655173,-0.0024052925322672414,-0.0038377083299137938,0.006395021878448275,-0.04417648318962285,-0.010486179696805415,-3.0214443371213715,1017.2931721551724,-74.0,-100.0,-78.0,-66.0,-100.0,-57.0,-58.0,-71.0,-52.0,-74.0,-53.0,-58.0,-71.0,-56.0,-75.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-77.0,-100.0,-100.0,-86.0,-100.0,-100.0,-48.0,-74.0,-100.0,-67.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-65.0,-80.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-82.0,-100.0,-100.0,-82.0,-59.0,-100.0,-58.0,-83.0,-84.0,-79.0,-78.0,-100.0,-54.0,-55.0,-77.0,-77.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153227,78.0,12.0,0.6233628156637169,-32.496105681415926,-30.35787553982301,0.10053835428318582,0.2638575595221239,9.678252017699117,-9.641949306194721e-05,-0.0010618784424778762,0.007055844914867257,-0.027303422547761403,-0.01037856907453962,-2.389072464630667,1017.271311858407,-63.0,-100.0,-100.0,-64.0,-100.0,-60.0,-48.0,-65.0,-54.0,-67.0,-50.0,-49.0,-65.0,-55.0,-67.0,-42.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-66.0,-82.0,-100.0,-70.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-70.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-86.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-88.0,-90.0,-79.0,-79.0,-100.0,-57.0,-57.0,-72.0,-72.0,-81.0,-81.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153253,79.0,11.0,23.406153598290597,5.067179424786325,-25.70358945299146,0.16616676335042735,0.5524021729059829,9.660694217948718,-0.0027187366725641027,-0.003184174385811967,0.002440510972649573,-0.057138589664529484,-0.017225331841753035,-1.3043290570250943,1017.2486176923078,-63.0,-78.0,-61.0,-62.0,-100.0,-67.0,-39.0,-48.0,-38.0,-56.0,-57.0,-41.0,-49.0,-39.0,-55.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-55.0,-55.0,-67.0,-67.0,-76.0,-77.0,-68.0,-78.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153303,80.0,11.0,24.12702669369369,4.312972904504504,-24.254594333333333,0.09404538949549548,0.40448145391891893,9.657253477477477,-0.0010395275471711712,-0.0030829985064864873,0.001282844554234234,-0.04181376170484462,-0.009641774572036419,-1.3562333895279481,1017.2455909909911,-73.0,-79.0,-63.0,-70.0,-100.0,-64.0,-41.0,-58.0,-38.0,-45.0,-57.0,-41.0,-58.0,-40.0,-45.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-75.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-86.0,-100.0,-100.0,-86.0,-62.0,-100.0,-62.0,-100.0,-100.0,-77.0,-77.0,-100.0,-53.0,-52.0,-74.0,-74.0,-76.0,-76.0,-68.0,-79.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153324,82.0,11.0,21.72983581967213,4.546229444262296,-20.279508032786882,0.13661103990491805,0.4642538120491803,9.661742786885243,0.0006479977439344263,-0.0019498620194262285,-0.0011931401136885242,-0.048008454597142834,-0.014038634590506818,-1.325591504573822,1017.2282313934427,-72.0,-85.0,-61.0,-71.0,-100.0,-67.0,-45.0,-58.0,-34.0,-47.0,-54.0,-46.0,-57.0,-34.0,-47.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-81.0,-100.0,-56.0,-56.0,-77.0,-77.0,-76.0,-76.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153428,88.0,11.0,26.21593943609023,7.432330688721804,-24.038796736842105,0.07245831704060152,0.38459614240601503,9.669467860902255,-0.0009428269699473689,-0.002772455675714286,0.0034507686083458645,-0.03975210739550461,-0.007494270192942559,-1.2634283295251374,1017.1783460150378,-66.0,-100.0,-61.0,-67.0,-100.0,-74.0,-49.0,-60.0,-38.0,-47.0,-62.0,-51.0,-61.0,-38.0,-47.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-65.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 153454,90.0,11.0,25.89345102654867,5.060707867256638,-25.764424380530972,0.12335812263008848,0.3776597718584071,9.682362575221235,-0.0028696393707876105,-0.004737881720353984,0.005747620112477876,-0.03899974385853358,-0.01274640732125449,-1.3440734897039632,1017.1437480530973,-68.0,-100.0,-55.0,-68.0,-79.0,-82.0,-56.0,-64.0,-36.0,-47.0,-70.0,-57.0,-64.0,-35.0,-47.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-74.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-87.0,-84.0,-89.0,-88.0
