Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a3,00:1a:ab:a0:de:a7,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:l4,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,f0:b0:52:6a:20:cc,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,f0:b0:52:6a:1f:cc,f0:b0:52:6a:20:c8,f4:28:53:71:29:24,fa:d0:27:36:de:a9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:w7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:j8,90:9f:33:a4:06:5c,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:b9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v5,f0:b0:52:6a:26:78
2021.01.16 155024,32.0,24.0,32.95098284276729,9.148540219496855,-29.266652559748426,0.09520696972610061,0.6695545638993711,9.738239949685532,0.006162099109937106,3.285783817610072e-05,0.000759748178050314,-0.0686604594518928,-0.009771189120780779,-1.2481682180608593,1013.1643714465405,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-76.0,-61.0,-45.0,-73.0,-100.0,-100.0,-50.0,-79.0,-57.0,-74.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-51.0,-65.0,-66.0,-100.0,-72.0,-100.0,-92.0,-57.0,-76.0,-28.0,-45.0,-50.0,-80.0,-51.0,-67.0,-65.0,-100.0,-72.0,-100.0,-100.0,-56.0,-75.0,-28.0,-46.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-59.0,-100.0,-100.0,-72.0,-68.0,-63.0,-76.0,-52.0,-79.0,-79.0,-64.0,-75.0,-100.0,-100.0,-66.0,-64.0,-100.0,-64.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-89.0,-100.0,-75.0,-75.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-75.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-92.0,-100.0,-71.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155110,35.0,24.0,32.801237361842105,-2.379927195576974,-29.3856667631579,0.12693603150000002,0.6227962954605264,9.739095917763159,-0.0002773745292763164,0.0009914176149342108,0.0014253443611184208,-0.06386162122515467,-0.013038344101483992,-1.5867490760589902,1013.176825263158,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-68.0,-64.0,-100.0,-51.0,-100.0,-100.0,-100.0,-62.0,-67.0,-100.0,-50.0,-100.0,-100.0,-62.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-59.0,-66.0,-100.0,-88.0,-72.0,-100.0,-100.0,-65.0,-77.0,-24.0,-41.0,-38.0,-75.0,-59.0,-67.0,-100.0,-90.0,-72.0,-100.0,-100.0,-64.0,-77.0,-24.0,-41.0,-100.0,-100.0,-100.0,-100.0,-85.0,-82.0,-100.0,-41.0,-100.0,-100.0,-58.0,-100.0,-100.0,-61.0,-100.0,-62.0,-100.0,-38.0,-73.0,-74.0,-100.0,-74.0,-100.0,-82.0,-100.0,-60.0,-100.0,-59.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-92.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155127,35.0,24.0,28.353143582608695,-3.883330836521739,-26.56378359130435,-0.12983520507652171,0.7572933374782608,9.73319097826087,0.0036146079894782608,0.0014426680360869568,0.0048943972764573926,-0.07764112868386763,0.01333019592794181,-1.634399416135705,1013.1364226956522,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-71.0,-100.0,-60.0,-100.0,-43.0,-77.0,-58.0,-43.0,-58.0,-61.0,-100.0,-43.0,-77.0,-58.0,-59.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-49.0,-70.0,-72.0,-87.0,-72.0,-100.0,-89.0,-62.0,-73.0,-31.0,-48.0,-36.0,-80.0,-49.0,-69.0,-70.0,-88.0,-72.0,-79.0,-88.0,-61.0,-72.0,-30.0,-49.0,-43.0,-100.0,-100.0,-81.0,-100.0,-100.0,-72.0,-45.0,-100.0,-100.0,-43.0,-100.0,-100.0,-51.0,-65.0,-100.0,-78.0,-36.0,-71.0,-69.0,-55.0,-100.0,-100.0,-100.0,-62.0,-56.0,-62.0,-57.0,-100.0,-100.0,-59.0,-100.0,-73.0,-78.0,-100.0,-100.0,-77.0,-82.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-82.0,-100.0,-100.0,-90.0,-100.0,-100.0,-84.0,-100.0,-90.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155142,36.0,24.0,27.946429249999998,-3.303238670945946,-26.965831209459456,0.026654655581891895,0.6943549064864866,9.738717682432432,-0.0011472158062837835,1.7803339966216195e-05,0.003327364516013514,-0.07117647393229035,-0.002743693479364845,-1.6201523486021403,1013.1340323648647,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-70.0,-66.0,-100.0,-46.0,-100.0,-53.0,-100.0,-67.0,-66.0,-100.0,-46.0,-100.0,-52.0,-67.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-52.0,-64.0,-100.0,-87.0,-76.0,-66.0,-89.0,-100.0,-74.0,-39.0,-54.0,-38.0,-80.0,-51.0,-64.0,-100.0,-86.0,-77.0,-68.0,-88.0,-100.0,-75.0,-39.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-59.0,-100.0,-100.0,-70.0,-66.0,-61.0,-100.0,-39.0,-69.0,-70.0,-54.0,-100.0,-100.0,-100.0,-62.0,-63.0,-60.0,-63.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-90.0,-100.0,-86.0,-87.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155159,37.0,24.0,18.16611381818182,-4.148973088111888,-24.753178559440556,0.12221741531818181,0.6879161623776223,9.738465248251748,-0.00045413187846153857,0.0007047138144405594,0.0026048605109790213,-0.0705149547047131,-0.012550677523510226,-1.7007268217060116,1013.11686993007,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-71.0,-100.0,-63.0,-82.0,-55.0,-100.0,-56.0,-49.0,-55.0,-100.0,-82.0,-54.0,-100.0,-56.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-61.0,-100.0,-86.0,-74.0,-100.0,-100.0,-66.0,-65.0,-37.0,-52.0,-51.0,-100.0,-57.0,-62.0,-100.0,-83.0,-74.0,-100.0,-100.0,-65.0,-65.0,-36.0,-52.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-62.0,-100.0,-100.0,-70.0,-100.0,-60.0,-100.0,-49.0,-71.0,-71.0,-59.0,-68.0,-100.0,-100.0,-62.0,-56.0,-62.0,-56.0,-100.0,-100.0,-100.0,-73.0,-100.0,-79.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-79.0,-86.0,-76.0,-88.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155230,39.0,24.0,12.82569647260274,-0.16639248133561643,-20.85461098630137,0.07698270400575342,0.6057994996575342,9.739289657534247,0.0010690641326027398,-0.000583970385729452,0.003709621855630136,-0.06211860144306735,-0.007925502680074976,-1.4850620317132506,1013.1068793150686,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-60.0,-100.0,-62.0,-100.0,-48.0,-81.0,-52.0,-44.0,-64.0,-62.0,-100.0,-48.0,-80.0,-52.0,-65.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-79.0,-56.0,-68.0,-64.0,-86.0,-74.0,-56.0,-100.0,-63.0,-71.0,-45.0,-56.0,-36.0,-100.0,-56.0,-69.0,-65.0,-86.0,-74.0,-61.0,-100.0,-63.0,-71.0,-45.0,-56.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-47.0,-100.0,-100.0,-62.0,-100.0,-100.0,-70.0,-67.0,-63.0,-82.0,-37.0,-68.0,-69.0,-56.0,-100.0,-63.0,-100.0,-65.0,-65.0,-64.0,-65.0,-100.0,-100.0,-62.0,-70.0,-70.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-90.0,-100.0,-91.0,-100.0,-100.0,-80.0,-91.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155319,42.0,24.0,16.22309779865772,13.428330654362416,-26.24705261073826,0.10933284315302014,0.5975348704026845,9.745114956375838,0.0005891937289664428,0.00025974150003355684,0.00463472842557047,-0.0612367283827906,-0.01122954248817126,-0.8334771026700936,1013.1671601342281,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-69.0,-100.0,-80.0,-100.0,-61.0,-100.0,-62.0,-100.0,-52.0,-76.0,-47.0,-50.0,-61.0,-61.0,-100.0,-53.0,-76.0,-46.0,-61.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-75.0,-72.0,-100.0,-71.0,-77.0,-100.0,-65.0,-75.0,-49.0,-61.0,-57.0,-100.0,-60.0,-76.0,-73.0,-100.0,-71.0,-78.0,-100.0,-63.0,-74.0,-50.0,-61.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-62.0,-100.0,-100.0,-79.0,-75.0,-62.0,-100.0,-58.0,-65.0,-66.0,-54.0,-61.0,-63.0,-100.0,-61.0,-76.0,-61.0,-76.0,-100.0,-100.0,-69.0,-100.0,-100.0,-73.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-86.0,-100.0,-100.0,-84.0,-100.0,-87.0,-85.0,-73.0,-100.0,-87.0,-86.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155335,43.0,24.0,19.388499714285715,13.058338292517007,-26.777355129251703,0.1730103911360544,0.4872871125170068,9.75017187414966,5.917029338095192e-05,0.0013159346920748303,0.0011806469051020409,-0.04992087989994858,-0.017753564864301966,-0.9448687040886912,1013.1803870068027,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-64.0,-100.0,-100.0,-67.0,-58.0,-100.0,-52.0,-73.0,-44.0,-44.0,-63.0,-57.0,-100.0,-53.0,-74.0,-44.0,-63.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-73.0,-100.0,-100.0,-71.0,-76.0,-100.0,-100.0,-79.0,-53.0,-67.0,-54.0,-100.0,-57.0,-73.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-76.0,-55.0,-66.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-64.0,-100.0,-100.0,-92.0,-79.0,-66.0,-82.0,-54.0,-55.0,-57.0,-51.0,-100.0,-100.0,-100.0,-70.0,-78.0,-100.0,-79.0,-100.0,-100.0,-100.0,-74.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155351,44.0,24.0,20.325704310126582,11.946939253164558,-24.802760303797466,0.04782824865632911,0.6028617865189875,9.74361933544304,0.003068234972012658,0.0011145114975949365,0.0004703577590506328,-0.06179181599541551,-0.0049115118468025295,-0.9889392894280108,1013.195543227848,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-72.0,-58.0,-94.0,-51.0,-81.0,-35.0,-42.0,-59.0,-59.0,-93.0,-51.0,-81.0,-35.0,-60.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-59.0,-73.0,-70.0,-100.0,-70.0,-100.0,-100.0,-100.0,-79.0,-58.0,-70.0,-58.0,-100.0,-59.0,-73.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-80.0,-57.0,-72.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-52.0,-52.0,-100.0,-100.0,-55.0,-100.0,-74.0,-76.0,-74.0,-77.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155445,46.0,24.0,22.243083867924526,14.192002091194967,-25.16332168553459,0.032071968422704406,0.5523936901886792,9.740613119496855,-0.0007910001997484276,-0.0007896175403144655,0.002611488603710692,-0.05662360840693768,-0.0033021770460728056,-0.9612899265199337,1013.2795982389937,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-64.0,-100.0,-61.0,-100.0,-100.0,-69.0,-100.0,-100.0,-50.0,-75.0,-35.0,-41.0,-57.0,-100.0,-100.0,-51.0,-100.0,-35.0,-57.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-71.0,-100.0,-100.0,-68.0,-100.0,-100.0,-65.0,-76.0,-100.0,-73.0,-57.0,-100.0,-60.0,-72.0,-100.0,-100.0,-67.0,-72.0,-100.0,-64.0,-77.0,-57.0,-73.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-53.0,-52.0,-56.0,-100.0,-54.0,-100.0,-73.0,-81.0,-73.0,-83.0,-100.0,-100.0,-100.0,-100.0,-67.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-79.0,-100.0,-100.0,-78.0,-100.0,-77.0,-100.0,-62.0,-81.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155532,49.0,24.0,24.897270465753422,12.051227839041095,-20.477951842465757,0.06348359311684931,0.7124500057534247,9.739036510273973,0.004134020843082191,-0.00041066608184931505,0.0034505806717123285,-0.07302229170215452,-0.006526991092507805,-1.0761564259659755,1013.322390410959,-77.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-81.0,-100.0,-100.0,-51.0,-100.0,-75.0,-100.0,-49.0,-63.0,-64.0,-87.0,-50.0,-75.0,-34.0,-46.0,-61.0,-68.0,-88.0,-49.0,-75.0,-34.0,-63.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-73.0,-82.0,-100.0,-65.0,-100.0,-100.0,-63.0,-76.0,-57.0,-67.0,-64.0,-100.0,-61.0,-74.0,-79.0,-100.0,-65.0,-76.0,-100.0,-62.0,-78.0,-100.0,-68.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-51.0,-53.0,-59.0,-100.0,-57.0,-100.0,-71.0,-85.0,-72.0,-86.0,-100.0,-100.0,-100.0,-66.0,-100.0,-59.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-82.0,-81.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-77.0,-100.0,-100.0,-75.0,-100.0,-74.0,-100.0,-59.0,-100.0,-100.0,-100.0,-68.0,-100.0,-86.0,-87.0,-81.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155551,50.0,24.0,25.822648314685313,10.886657636363637,-19.745481167832164,-0.0788833309090909,0.6173825120979022,9.743192199300701,-3.9203274664335727e-05,-0.0005644225167902098,0.0014935365319999996,-0.0632843419753171,0.008094554861243837,-1.1293379593562414,1013.3446827272726,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-51.0,-100.0,-63.0,-100.0,-48.0,-58.0,-50.0,-86.0,-49.0,-70.0,-33.0,-39.0,-58.0,-55.0,-86.0,-50.0,-71.0,-33.0,-58.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-68.0,-76.0,-81.0,-91.0,-71.0,-100.0,-100.0,-100.0,-74.0,-55.0,-71.0,-100.0,-100.0,-67.0,-77.0,-82.0,-100.0,-71.0,-100.0,-100.0,-100.0,-74.0,-60.0,-73.0,-38.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-54.0,-55.0,-56.0,-100.0,-59.0,-100.0,-76.0,-79.0,-100.0,-78.0,-100.0,-100.0,-100.0,-65.0,-65.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-75.0,-76.0,-100.0,-100.0,-68.0,-100.0,-74.0,-100.0,-59.0,-100.0,-100.0,-100.0,-70.0,-100.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
