Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a7,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l4,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:v7,f0:b0:52:6a:20:c8,f0:b0:52:6a:20:cc,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,f0:b0:52:6a:1f:cc,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:x1,f4:28:53:71:29:24,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:w7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:k9,fa:d0:27:36:de:a9,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:l8,90:9f:33:a4:06:5c,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:s8,f0:b0:52:6a:26:78,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:v6
2021.01.19 090143,38.0,24.0,24.213864748466257,-1.8750919955214722,-23.667607141104295,0.14135034641349695,1.0128810621472393,9.647590822085888,-0.0015162312886503068,-0.002328059860420859,-0.0014359867552147239,-0.10459093754094066,-0.014648964660002184,-1.547483629975582,1024.5692159509204,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-88.0,-100.0,-100.0,-100.0,-60.0,-88.0,-52.0,-58.0,-69.0,-65.0,-88.0,-52.0,-58.0,-69.0,-78.0,-100.0,-100.0,-86.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-54.0,-73.0,-76.0,-78.0,-100.0,-61.0,-73.0,-45.0,-100.0,-43.0,-53.0,-73.0,-75.0,-79.0,-100.0,-61.0,-73.0,-45.0,-100.0,-69.0,-100.0,-100.0,-100.0,-72.0,-100.0,-46.0,-100.0,-100.0,-70.0,-100.0,-47.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-45.0,-70.0,-72.0,-70.0,-72.0,-56.0,-56.0,-54.0,-55.0,-53.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-83.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-65.0,-82.0,-75.0,-87.0,-69.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090157,39.0,24.0,22.20962939506173,1.1618518274074074,-22.957407129629626,0.1514452720148148,0.9849337146296296,9.64091700617284,-0.0009963964555555558,-0.0037602828026888887,0.0010280862260493827,-0.1018015209263489,-0.01568963713361877,-1.4186979201104906,1024.566988271605,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-53.0,-57.0,-68.0,-100.0,-100.0,-53.0,-56.0,-68.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-56.0,-75.0,-79.0,-100.0,-100.0,-60.0,-78.0,-55.0,-79.0,-52.0,-56.0,-75.0,-79.0,-100.0,-100.0,-61.0,-78.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-77.0,-100.0,-52.0,-100.0,-100.0,-83.0,-61.0,-100.0,-100.0,-100.0,-52.0,-71.0,-71.0,-71.0,-71.0,-52.0,-56.0,-100.0,-58.0,-100.0,-100.0,-100.0,-72.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-66.0,-82.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090210,40.0,24.0,21.469580568862277,8.018442893413173,-24.635927832335327,0.26863189861676645,0.8596736852095807,9.656884529940122,-0.0031419214332335335,-0.0026781613471437123,0.002076067643952096,-0.08878974683448937,-0.02782066208366189,-1.1420815433570726,1024.561825748503,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-65.0,-85.0,-52.0,-61.0,-60.0,-100.0,-86.0,-51.0,-61.0,-60.0,-100.0,-100.0,-100.0,-86.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-60.0,-73.0,-79.0,-100.0,-100.0,-100.0,-79.0,-61.0,-85.0,-59.0,-59.0,-73.0,-78.0,-100.0,-100.0,-62.0,-78.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-58.0,-73.0,-64.0,-73.0,-64.0,-54.0,-56.0,-55.0,-57.0,-55.0,-100.0,-100.0,-66.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-86.0,-78.0,-100.0,-67.0,-81.0,-78.0,-82.0,-65.0,-82.0,-89.0,-82.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090331,46.0,24.0,31.00259220987655,14.338518296296298,-26.86555525925926,0.1483120227345679,0.8820390141975307,9.64724261111111,-0.0007249011024691361,-0.0028364433966395065,-0.00035955826234567893,-0.09116945181179925,-0.015367892348742135,-1.0824980662192827,1024.5257820987656,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-60.0,-100.0,-100.0,-100.0,-67.0,-66.0,-82.0,-55.0,-55.0,-60.0,-67.0,-83.0,-54.0,-54.0,-60.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-72.0,-80.0,-100.0,-100.0,-100.0,-75.0,-64.0,-100.0,-54.0,-59.0,-71.0,-80.0,-100.0,-100.0,-100.0,-76.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-90.0,-49.0,-88.0,-100.0,-100.0,-90.0,-50.0,-100.0,-100.0,-100.0,-58.0,-100.0,-81.0,-100.0,-55.0,-75.0,-64.0,-76.0,-64.0,-58.0,-62.0,-53.0,-62.0,-52.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-70.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-71.0,-100.0,-82.0,-82.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-91.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090345,47.0,24.0,32.20482307647059,16.54164685882353,-25.769999700000003,0.10343267111882351,0.9168382418235294,9.647786685294118,0.0006001929864705884,-0.0024475214485776466,-0.0015447343623529414,-0.0947078717543798,-0.01072010456700805,-1.0442410889793845,1024.5162288235294,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-69.0,-78.0,-56.0,-100.0,-66.0,-64.0,-79.0,-55.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-75.0,-70.0,-100.0,-100.0,-57.0,-77.0,-68.0,-100.0,-63.0,-61.0,-75.0,-70.0,-80.0,-100.0,-100.0,-78.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-61.0,-84.0,-50.0,-84.0,-50.0,-56.0,-70.0,-30.0,-70.0,-30.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-59.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-70.0,-76.0,-100.0,-57.0,-100.0,-100.0,-58.0,-55.0,-100.0,-83.0,-100.0,-83.0,-75.0,-87.0,-64.0,-87.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090358,48.0,24.0,32.7571592189349,15.299289591715976,-23.94994056213018,0.07430752325680473,1.0076921790532545,9.630538301775147,-0.0002733675310650887,-0.0021295015608639046,0.0008347058396449705,-0.10426271984563067,-0.007733449120169119,-1.078023128960965,1024.5119254437868,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-57.0,-100.0,-63.0,-100.0,-100.0,-56.0,-76.0,-100.0,-100.0,-57.0,-57.0,-76.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-73.0,-74.0,-100.0,-100.0,-100.0,-77.0,-70.0,-100.0,-100.0,-59.0,-73.0,-74.0,-100.0,-100.0,-100.0,-77.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-58.0,-100.0,-100.0,-76.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-42.0,-88.0,-42.0,-54.0,-100.0,-40.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-66.0,-73.0,-100.0,-51.0,-100.0,-69.0,-63.0,-100.0,-100.0,-80.0,-100.0,-80.0,-72.0,-100.0,-68.0,-100.0,-68.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090412,49.0,24.0,33.57444425925926,12.597036833333334,-22.22703674074074,0.13258666252469134,1.1241859166666666,9.619649311728395,0.000723075822839507,-0.003394517770112346,-0.0013776670922222222,-0.11632566158602263,-0.013781188974307414,-1.152927319208781,1024.5073419753087,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-54.0,-75.0,-60.0,-100.0,-56.0,-54.0,-75.0,-60.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-74.0,-100.0,-100.0,-68.0,-76.0,-67.0,-100.0,-100.0,-100.0,-75.0,-74.0,-100.0,-100.0,-100.0,-76.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-48.0,-87.0,-48.0,-55.0,-100.0,-43.0,-100.0,-42.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-61.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-62.0,-69.0,-100.0,-100.0,-100.0,-71.0,-62.0,-100.0,-100.0,-80.0,-100.0,-80.0,-75.0,-84.0,-67.0,-100.0,-67.0,-62.0,-84.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090533,55.0,24.0,36.77192932163743,9.543508587719298,-19.5101751871345,0.1384758931637427,0.9930639826315788,9.63768419883041,-0.001022792024853801,-0.003386976250078363,-0.00070984323497076,-0.10268237467920567,-0.014393989454235905,-1.2712199632187335,1024.4774707602337,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-63.0,-55.0,-79.0,-63.0,-100.0,-100.0,-55.0,-75.0,-57.0,-43.0,-54.0,-56.0,-75.0,-57.0,-41.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-73.0,-73.0,-100.0,-100.0,-69.0,-76.0,-65.0,-100.0,-100.0,-62.0,-74.0,-73.0,-100.0,-100.0,-62.0,-76.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-56.0,-100.0,-100.0,-82.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-49.0,-89.0,-49.0,-56.0,-100.0,-37.0,-100.0,-37.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-82.0,-65.0,-73.0,-91.0,-54.0,-100.0,-100.0,-61.0,-51.0,-100.0,-81.0,-100.0,-81.0,-70.0,-100.0,-65.0,-100.0,-65.0,-61.0,-86.0,-100.0,-88.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090547,56.0,24.0,35.22841429878049,7.251585241463414,-19.15207294512195,0.14889761394268294,1.0812924627439024,9.635218838414634,-0.00036847097743902444,-0.004541246734209756,-0.002525361539390244,-0.111745105374877,-0.015434676465768574,-1.3150878672192736,1024.4755951219513,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-58.0,-68.0,-59.0,-100.0,-55.0,-50.0,-70.0,-57.0,-44.0,-49.0,-50.0,-69.0,-57.0,-44.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-74.0,-69.0,-100.0,-100.0,-68.0,-80.0,-76.0,-100.0,-100.0,-65.0,-74.0,-69.0,-100.0,-100.0,-100.0,-80.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-74.0,-73.0,-100.0,-59.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-67.0,-70.0,-100.0,-54.0,-100.0,-61.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-83.0,-64.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090600,57.0,24.0,33.8910708452381,6.8542856130952385,-19.95035688690476,0.14442607642261904,1.140244875297619,9.612927872023809,-0.001440943885416667,-0.0036948329565214292,-0.00011365009119047624,-0.11808337488522128,-0.015001751162691016,-1.310564256140164,1024.4672392857142,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-59.0,-57.0,-100.0,-54.0,-100.0,-51.0,-44.0,-70.0,-100.0,-36.0,-45.0,-46.0,-70.0,-100.0,-36.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-73.0,-100.0,-100.0,-100.0,-82.0,-71.0,-100.0,-100.0,-100.0,-75.0,-73.0,-100.0,-100.0,-100.0,-82.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-71.0,-74.0,-100.0,-63.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-66.0,-75.0,-100.0,-53.0,-100.0,-58.0,-60.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-59.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-74.0,-90.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.19 090614,58.0,24.0,32.93137691017964,7.61209567005988,-21.744430916167666,0.12880338219760476,1.0217818595808383,9.632253553892216,-0.001569034909281437,-0.0014235098184011976,3.863082119760442e-05,-0.10567435497295352,-0.013376639777387333,-1.283352967507825,1024.4659449101798,-76.0,-100.0,-100.0,-100.0,-75.0,-86.0,-75.0,-100.0,-56.0,-100.0,-52.0,-100.0,-48.0,-42.0,-70.0,-62.0,-35.0,-41.0,-43.0,-70.0,-63.0,-35.0,-41.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-72.0,-100.0,-100.0,-100.0,-78.0,-72.0,-100.0,-100.0,-100.0,-73.0,-73.0,-100.0,-100.0,-100.0,-79.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-77.0,-77.0,-100.0,-62.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-66.0,-69.0,-100.0,-54.0,-100.0,-61.0,-54.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-59.0,-53.0,-100.0,-100.0,-70.0,-100.0,-100.0,-84.0,-66.0,-82.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
