Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a1,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:x8,44:1e:98:43:72:98,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:n1,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:h8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:i9,90:9f:33:a4:06:5c,00:1a:ab:a0:de:a7,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:d1,00:1a:ac:a0:de:d9,00:1a:ac:a0:de:e5,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:d7,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:w5,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v4,00:1a:ab:a0:de:a6,00:1a:ac:a0:de:d8,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:x6,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:i5
2021.02.09 082633,46.0,17.0,20.67479976666667,-1.6043999794666666,-42.26719946666667,-0.04207410525266667,0.6286216013333334,9.69487285,-0.0032090787589999998,-0.0021868975210000002,-0.004027638177666667,-0.0647652310878038,0.004286072896691934,-1.5150269118944804,1023.3016898000002,-38.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-78.0,-100.0,-100.0,-100.0,-77.0,-84.0,-60.0,-73.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-45.0,-53.0,-100.0,-100.0,-73.0,-87.0,-71.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-53.0,-100.0,-100.0,-74.0,-86.0,-71.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-54.0,-75.0,-69.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-74.0,-100.0,-100.0,-67.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 082644,47.0,17.0,-6.387547066037737,16.72150925157233,-46.95094274842767,-0.23317115217610065,0.551148245408805,9.693701025157234,-0.0011564178867924523,-0.0008567481110062889,-0.007368802251572328,-0.056795151154481346,0.02411020122199028,0.37008666373648735,1023.2935508805028,-54.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-67.0,-100.0,-81.0,-85.0,-100.0,-100.0,-77.0,-90.0,-67.0,-66.0,-100.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-60.0,-85.0,-100.0,-68.0,-77.0,-64.0,-78.0,-72.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-81.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-60.0,-85.0,-100.0,-68.0,-78.0,-64.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-49.0,-82.0,-70.0,-100.0,-100.0,-82.0,-83.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 082820,50.0,23.0,-5.008026247368421,20.72092082894737,-36.77921003947369,-0.10367523475394738,0.4104480776315789,9.713213220394737,0.00029337592730263086,-0.0004702054299342098,0.0012940698187499998,-0.04228460410070651,0.010678202003342553,0.23772968381251158,1023.2788171052631,-43.0,-100.0,-100.0,-84.0,-78.0,-100.0,-100.0,-67.0,-100.0,-70.0,-100.0,-100.0,-100.0,-73.0,-100.0,-56.0,-100.0,-100.0,-73.0,-72.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-75.0,-100.0,-72.0,-100.0,-49.0,-56.0,-80.0,-100.0,-71.0,-73.0,-65.0,-80.0,-78.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-49.0,-57.0,-82.0,-88.0,-70.0,-73.0,-65.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-87.0,-48.0,-82.0,-75.0,-100.0,-100.0,-81.0,-82.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-90.0,-65.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 082830,50.0,24.0,26.465589720496897,1.5879502859006212,-30.4863350310559,-0.03539254694968945,0.639013924347826,9.676084344720497,-0.0027280254832298145,0.0014076459677018632,-0.006461512495031055,-0.06601666270390796,0.003681876439678673,-1.4348507008937574,1023.2722647204968,-51.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-67.0,-86.0,-69.0,-82.0,-100.0,-100.0,-68.0,-100.0,-100.0,-70.0,-84.0,-65.0,-65.0,-87.0,-54.0,-83.0,-100.0,-62.0,-74.0,-100.0,-49.0,-65.0,-69.0,-100.0,-58.0,-67.0,-64.0,-73.0,-35.0,-46.0,-68.0,-66.0,-51.0,-60.0,-45.0,-51.0,-67.0,-88.0,-55.0,-83.0,-82.0,-63.0,-74.0,-100.0,-49.0,-67.0,-69.0,-100.0,-58.0,-68.0,-72.0,-35.0,-46.0,-72.0,-66.0,-51.0,-60.0,-45.0,-50.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-82.0,-60.0,-100.0,-67.0,-100.0,-100.0,-71.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 082840,51.0,24.0,25.848139209302328,2.3218604325,-29.480232168604648,-0.02619702117325581,0.5319860527325582,9.683084311046512,-0.0020350335976744172,-0.0033064858697674426,-0.0024328062523255815,-0.05492715650173117,0.0027914188877032208,-1.41875606983207,1023.2769063953486,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-90.0,-100.0,-100.0,-100.0,-80.0,-58.0,-100.0,-77.0,-100.0,-100.0,-70.0,-100.0,-100.0,-62.0,-74.0,-100.0,-72.0,-82.0,-100.0,-64.0,-75.0,-100.0,-100.0,-54.0,-66.0,-68.0,-80.0,-40.0,-48.0,-65.0,-73.0,-67.0,-68.0,-40.0,-53.0,-100.0,-100.0,-60.0,-74.0,-100.0,-72.0,-82.0,-100.0,-64.0,-76.0,-100.0,-100.0,-53.0,-67.0,-100.0,-39.0,-48.0,-64.0,-74.0,-67.0,-66.0,-40.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-79.0,-60.0,-100.0,-71.0,-100.0,-85.0,-80.0,-78.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-63.0,-88.0,-89.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 082850,52.0,24.0,24.80848072151899,2.2188607240506326,-28.075442620253163,-0.027972761505696202,0.48728066170253165,9.696062243670886,-0.0024975882857594936,-0.003382956479746836,-0.003955159175949367,-0.050300454056992655,0.002918725995894179,-1.42475719542443,1023.2836860759494,-100.0,-100.0,-100.0,-90.0,-82.0,-100.0,-100.0,-59.0,-100.0,-80.0,-100.0,-100.0,-84.0,-61.0,-100.0,-100.0,-58.0,-100.0,-66.0,-100.0,-100.0,-61.0,-73.0,-100.0,-67.0,-82.0,-100.0,-60.0,-100.0,-77.0,-100.0,-57.0,-65.0,-100.0,-84.0,-41.0,-60.0,-67.0,-75.0,-62.0,-68.0,-38.0,-49.0,-100.0,-100.0,-60.0,-73.0,-100.0,-64.0,-84.0,-100.0,-63.0,-100.0,-100.0,-100.0,-56.0,-65.0,-84.0,-40.0,-60.0,-100.0,-74.0,-63.0,-67.0,-39.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-82.0,-55.0,-65.0,-56.0,-100.0,-100.0,-82.0,-82.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-84.0,-86.0,-69.0,-100.0,-100.0,-84.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 083024,62.0,24.0,26.941058417647056,2.1977646717058823,-31.73082304705882,-0.047616447268235294,0.3505111291176471,9.705403561764706,-0.006342218565294119,0.0014912298582352946,-0.004743188972941177,-0.03615000045803535,0.004865223994249153,-1.4462781625635484,1023.3085195882352,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-58.0,-100.0,-66.0,-100.0,-100.0,-62.0,-78.0,-100.0,-73.0,-87.0,-100.0,-62.0,-77.0,-80.0,-100.0,-54.0,-60.0,-80.0,-100.0,-52.0,-61.0,-67.0,-72.0,-61.0,-71.0,-39.0,-51.0,-100.0,-100.0,-59.0,-78.0,-100.0,-73.0,-90.0,-100.0,-64.0,-77.0,-100.0,-100.0,-54.0,-61.0,-100.0,-52.0,-61.0,-67.0,-72.0,-59.0,-71.0,-39.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-61.0,-79.0,-74.0,-49.0,-70.0,-56.0,-100.0,-100.0,-86.0,-86.0,-72.0,-81.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-85.0,-85.0,-66.0,-100.0,-87.0,-90.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 083034,63.0,24.0,28.36119962,2.2063999660666664,-32.19759955333333,-0.018211894877333334,0.5108907208666666,9.686030223333333,-0.0008063424310000008,-0.0028792114770000003,-0.008780169895666667,-0.05275918296227848,0.0018256407927136472,-1.433613776365916,1023.3241093333335,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-80.0,-100.0,-100.0,-100.0,-84.0,-100.0,-90.0,-54.0,-100.0,-76.0,-100.0,-100.0,-39.0,-59.0,-100.0,-74.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-42.0,-63.0,-100.0,-77.0,-67.0,-79.0,-100.0,-75.0,-60.0,-72.0,-35.0,-46.0,-100.0,-100.0,-38.0,-59.0,-100.0,-75.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-42.0,-64.0,-79.0,-68.0,-80.0,-100.0,-74.0,-61.0,-73.0,-35.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-78.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-58.0,-76.0,-63.0,-47.0,-71.0,-100.0,-100.0,-100.0,-53.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-60.0,-100.0,-83.0,-77.0,-54.0,-82.0,-83.0,-84.0,-100.0,-85.0,-78.0,-80.0,-61.0,-87.0,-86.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 083043,64.0,24.0,32.250181224242425,3.98327266060606,-31.733090478787883,0.03649343831151515,0.3818388961818182,9.693672833333332,-0.004179799333939394,-0.0027766601699999996,-0.0026026561484848486,-0.03935676667500622,-0.0038016400284132347,-1.4107519243702744,1023.3209047272726,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-51.0,-100.0,-80.0,-100.0,-100.0,-43.0,-58.0,-100.0,-100.0,-100.0,-100.0,-61.0,-73.0,-100.0,-100.0,-43.0,-59.0,-100.0,-100.0,-68.0,-85.0,-61.0,-76.0,-56.0,-72.0,-36.0,-48.0,-100.0,-100.0,-44.0,-58.0,-100.0,-100.0,-100.0,-100.0,-62.0,-73.0,-100.0,-100.0,-43.0,-61.0,-100.0,-100.0,-85.0,-60.0,-75.0,-53.0,-73.0,-35.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-81.0,-50.0,-63.0,-63.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-56.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-85.0,-74.0,-57.0,-83.0,-100.0,-81.0,-76.0,-80.0,-77.0,-88.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 083052,65.0,24.0,38.283417202531645,6.3208859898734175,-32.213923607594936,-0.06818928893037976,0.6115973148734177,9.692046712025316,-0.006039060476265821,-6.959219145569641e-05,-0.0035801342376582277,-0.06309024350646926,0.006996638086263811,-1.3546043460882162,1023.3318146835443,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-83.0,-100.0,-100.0,-52.0,-66.0,-100.0,-100.0,-100.0,-100.0,-61.0,-75.0,-100.0,-100.0,-41.0,-54.0,-88.0,-100.0,-73.0,-77.0,-65.0,-75.0,-100.0,-68.0,-39.0,-51.0,-100.0,-100.0,-51.0,-66.0,-100.0,-73.0,-100.0,-100.0,-61.0,-74.0,-100.0,-100.0,-41.0,-56.0,-100.0,-75.0,-78.0,-68.0,-78.0,-100.0,-69.0,-39.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-77.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-67.0,-64.0,-67.0,-60.0,-65.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-69.0,-64.0,-100.0,-82.0,-81.0,-53.0,-83.0,-100.0,-82.0,-81.0,-82.0,-76.0,-88.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.09 083231,75.0,24.0,45.45355189473685,6.845131484868421,-32.005657460526315,-0.17326459597565788,0.7563944711842105,9.710551292763157,0.0016919358203947368,-0.0009323732236842103,0.0019169914845394737,-0.07779160534080702,0.01781509513641232,-1.3648429724730944,1023.3605238157893,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-56.0,-100.0,-80.0,-100.0,-100.0,-50.0,-68.0,-100.0,-75.0,-100.0,-100.0,-65.0,-79.0,-100.0,-100.0,-50.0,-57.0,-100.0,-100.0,-74.0,-80.0,-69.0,-74.0,-63.0,-75.0,-45.0,-50.0,-100.0,-100.0,-50.0,-68.0,-100.0,-72.0,-100.0,-100.0,-64.0,-78.0,-100.0,-100.0,-49.0,-56.0,-100.0,-100.0,-79.0,-100.0,-74.0,-63.0,-73.0,-45.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-63.0,-72.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-67.0,-100.0,-85.0,-79.0,-55.0,-88.0,-100.0,-87.0,-77.0,-90.0,-85.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
